day.night,date,plot_id,flux_type,temperature
day,2023-12-08,SA_2600east4,reco,23.841725
day,2023-12-08,SA_2600east5,ambient,20.0828751322751
day,2023-12-08,SA_2600east5,nee,21.3567611764706
day,2023-12-08,SA_2600east5,reco,22.857625
day,2023-12-08,SA_2600west1,ambient,12.984824742268
day,2023-12-08,SA_2600west1,nee,14.264343902439
day,2023-12-08,SA_2600west1,reco,14.5501458646617
day,2023-12-08,SA_2600west2,ambient,14.192584375
day,2023-12-08,SA_2600west2,nee,15.3475338842975
day,2023-12-08,SA_2600west2,reco,16.1663115702479
day,2023-12-08,SA_2600west3,ambient,15.9395861702128
day,2023-12-08,SA_2600west3,nee,16.6862788617886
day,2023-12-08,SA_2600west3,reco,16.0746991735537
day,2023-12-08,SA_2600west4,ambient,16.130435483871
day,2023-12-08,SA_2600west4,nee,17.2961106557377
day,2023-12-08,SA_2600west4,reco,18.1681146341463
day,2023-12-08,SA_2600west5,ambient,17.6326677083333
day,2023-12-08,SA_2600west5,nee,18.8769569105691
day,2023-12-08,SA_2600west5,reco,19.260079338843
day,2023-12-08,SA_2800east1,ambient,21.7336376344086
day,2023-12-08,SA_2800east1,nee,22.9519438016529
day,2023-12-08,SA_2800east1,reco,21.757568852459
day,2023-12-08,SA_2800east2,ambient,21.5853066666667
day,2023-12-08,SA_2800east2,nee,22.9504305785124
day,2023-12-08,SA_2800east2,reco,23.3406388429752
day,2023-12-08,SA_2800east3,ambient,21.3575054347826
day,2023-12-08,SA_2800east3,nee,22.9223661157025
day,2023-12-08,SA_2800east3,reco,23.7094165289256
day,2023-12-08,SA_2800east4,ambient,20.5692175257732
day,2023-12-08,SA_2800east4,nee,22.2128039106145
day,2023-12-08,SA_2800east4,reco,21.2777058333333
day,2023-12-08,SA_2800east5,ambient,19.1393858695652
day,2023-12-08,SA_2800east5,nee,19.6336300411523
day,2023-12-08,SA_2800east5,reco,22.009894214876
day,2023-12-08,SA_2800west1,ambient,19.2676482758621
day,2023-12-08,SA_2800west1,nee,20.9346520661157
day,2023-12-08,SA_2800west1,reco,22.937815625
day,2023-12-08,SA_2800west2,ambient,20.9316168316832
day,2023-12-08,SA_2800west2,nee,21.8556008230453
day,2023-12-08,SA_2800west2,reco,21.4096057377049
day,2023-12-08,SA_2800west3,ambient,19.8280032608696
day,2023-12-08,SA_2800west3,nee,20.8360971311475
day,2023-12-08,SA_2800west3,reco,19.5529293650794
day,2023-12-08,SA_2800west4,ambient,18.8415042105263
day,2023-12-08,SA_2800west4,nee,20.9344132450331
day,2023-12-08,SA_2800west4,reco,20.5322768595041
day,2023-12-08,SA_2800west5,ambient,17.7809724489796
day,2023-12-08,SA_2800west5,nee,18.7487123966942
day,2023-12-08,SA_2800west5,reco,20.7833564516129
day,2023-12-09,SA_2400east1,ambient,24.2470106382979
day,2023-12-09,SA_2400east1,nee,22.0864579365079
day,2023-12-09,SA_2400east1,reco,26.1361050458716
day,2023-12-09,SA_2400east2,ambient,24.3577277777778
day,2023-12-09,SA_2400east2,nee,22.6525099173554
day,2023-12-09,SA_2400east2,reco,26.6317155737705
day,2023-12-09,SA_2400east3,ambient,24.8396968421053
day,2023-12-09,SA_2400east3,nee,23.0326098360656
day,2023-12-09,SA_2400east3,reco,26.7775355371901
day,2023-12-09,SA_2400east4,ambient,22.6682698924731
day,2023-12-09,SA_2400east4,nee,24.0866073770492
day,2023-12-09,SA_2400east4,reco,25.7711058091286
day,2023-12-09,SA_2400east5,ambient,19.4566576086957
day,2023-12-09,SA_2400east5,nee,25.0360852459016
day,2023-12-09,SA_2400east5,reco,20.0045404958678
day,2023-12-14,SA_2000east1,ambient,22.2592175925926
day,2023-12-14,SA_2000east1,nee,22.1823349514563
day,2023-12-14,SA_2000east2,ambient,23.2800958762887
day,2023-12-14,SA_2000east2,nee,23.6321746031746
day,2023-12-14,SA_2000east2,reco,24.222925
day,2023-12-14,SA_2000east3,ambient,23.855809375
day,2023-12-14,SA_2000east3,nee,24.4062865546219
day,2023-12-14,SA_2000east3,reco,24.9584201550388
day,2023-12-14,SA_2000east4,ambient,24.43084
day,2023-12-14,SA_2000east4,nee,24.7295163934426
day,2023-12-14,SA_2000east4,reco,25.0948113821138
day,2023-12-14,SA_2000east5,ambient,24.5158525773196
day,2023-12-14,SA_2000east5,nee,24.9098106557377
day,2023-12-14,SA_2000east5,reco,25.2017271186441
day,2023-12-14,SA_2000west1,ambient,19.4547707865169
day,2023-12-14,SA_2000west1,nee,20.645
day,2023-12-14,SA_2000west1,reco,20.7366235772358
day,2023-12-14,SA_2000west2,ambient,19.6716901098901
day,2023-12-14,SA_2000west2,nee,20.7785053719008
day,2023-12-14,SA_2000west2,reco,20.567852991453
day,2023-12-14,SA_2000west3,ambient,19.0854532608696
day,2023-12-14,SA_2000west3,nee,20.079568442623
day,2023-12-14,SA_2000west3,reco,20.1063275
day,2023-12-14,SA_2000west4,ambient,18.7085104166667
day,2023-12-14,SA_2000west4,nee,19.7935685950413
day,2023-12-14,SA_2000west4,reco,20.200287394958
day,2023-12-14,SA_2000west5,ambient,17.261085
day,2023-12-14,SA_2000west5,nee,18.9973032786885
day,2023-12-14,SA_2000west5,reco,19.3867860655738
day,2023-12-14,SA_2400west1,ambient,22.7214168421053
day,2023-12-14,SA_2400west1,nee,22.2922409470752
day,2023-12-14,SA_2400west1,reco,22.6804935483871
day,2023-12-14,SA_2400west2,ambient,21.5389058823529
day,2023-12-14,SA_2400west2,nee,22.6538953667954
day,2023-12-14,SA_2400west2,reco,22.3637866141732
day,2023-12-14,SA_2400west3,ambient,22.5925382978723
day,2023-12-14,SA_2400west3,nee,22.3438896825397
day,2023-12-14,SA_2400west3,reco,22.6444984848485
day,2023-12-14,SA_2400west4,ambient,22.862
day,2023-12-14,SA_2400west4,nee,23.0490414473684
day,2023-12-14,SA_2400west4,reco,22.476664057971
day,2023-12-14,SA_2400west5,ambient,22.2044423913043
day,2023-12-14,SA_2400west5,nee,22.5767667924528
day,2023-12-14,SA_2400west5,reco,23.1749471014493
night,2023-12-08,SA_2800east1,ambient,10.2443284482759
night,2023-12-08,SA_2800east1,reco,10.3898544715447
night,2023-12-08,SA_2800east2,reco,10.5193842975207
night,2023-12-08,SA_2800east3,ambient,10.5212131868132
night,2023-12-08,SA_2800east3,reco,10.4614860294118
night,2023-12-08,SA_2800east4,reco,10.4943132231405
night,2023-12-08,SA_2800east5,ambient,10.1655921568627
night,2023-12-08,SA_2800east5,reco,10.3105347107438
night,2023-12-08,SA_2800west1,ambient,10.4124413043478
night,2023-12-08,SA_2800west1,reco,10.2856991735537
night,2023-12-08,SA_2800west2,reco,10.83577
night,2023-12-08,SA_2800west3,ambient,10.8390222222222
night,2023-12-08,SA_2800west3,reco,10.9253780487805
night,2023-12-08,SA_2800west4,reco,11.0675603305785
night,2023-12-08,SA_2800west5,reco,11.0894475409836
night,2023-12-09,SA_2200east1,ambient,13.2777944444444
night,2023-12-09,SA_2200east1,reco,13.4701524
night,2023-12-09,SA_2200east2,reco,13.5641749003984
night,2023-12-09,SA_2200east3,ambient,13.4924365591398
night,2023-12-09,SA_2200east3,reco,13.6020040650407
night,2023-12-09,SA_2200east4,reco,13.742015
night,2023-12-09,SA_2200east5,ambient,13.7144796875
night,2023-12-09,SA_2200east5,reco,13.7962132231405
night,2023-12-09,SA_2200west1,ambient,13.0812168316832
night,2023-12-09,SA_2200west1,reco,13.2095646551724
night,2023-12-09,SA_2200west2,reco,13.265536
night,2023-12-09,SA_2200west3,ambient,13.1708666666667
night,2023-12-09,SA_2200west3,reco,13.294775
night,2023-12-09,SA_2200west4,reco,13.3917496
night,2023-12-09,SA_2200west5,ambient,13.218043956044
night,2023-12-09,SA_2200west5,reco,13.3541834645669
night,2023-12-11,SA_2000east1,ambient,10.1107159574468
night,2023-12-11,SA_2000east1,reco,9.89292607142857
night,2023-12-11,SA_2000east2,reco,9.54851496
night,2023-12-11,SA_2000east3,ambient,9.8239097
night,2023-12-11,SA_2000east3,reco,9.50346040322581
night,2023-12-11,SA_2000east4,reco,9.412924375
night,2023-12-11,SA_2000east5,ambient,9.61525605263158
night,2023-12-11,SA_2000east5,reco,9.4651871875
night,2023-12-11,SA_2000west1,ambient,10.531575
night,2023-12-11,SA_2000west1,reco,10.5345341463415
night,2023-12-11,SA_2000west2,reco,10.6981125984252
night,2023-12-11,SA_2000west3,ambient,10.8498808510638
night,2023-12-11,SA_2000west3,reco,10.7014056910569
night,2023-12-11,SA_2000west4,reco,10.9344228346457
night,2023-12-11,SA_2000west5,ambient,10.8250107843137
night,2023-12-11,SA_2000west5,reco,10.9174467213115
night,2023-12-13,SA_2400east1,ambient,10.6327066666667
night,2023-12-13,SA_2400east1,reco,10.5827357723577
night,2023-12-13,SA_2400east2,reco,10.4365235772358
night,2023-12-13,SA_2400east3,ambient,10.5080041237113
night,2023-12-13,SA_2400east3,reco,10.3035721311475
night,2023-12-13,SA_2400east4,reco,10.3673319672131
night,2023-12-13,SA_2400east5,ambient,10.1252276595745
night,2023-12-13,SA_2400east5,reco,9.92697858267717
night,2023-12-16,SA_2600east1,ambient,12.2922243902439
night,2023-12-16,SA_2600east1,reco,12.4222968
night,2023-12-16,SA_2600east2,reco,12.2371648
night,2023-12-16,SA_2600east3,ambient,12.3859669565217
night,2023-12-16,SA_2600east3,reco,12.4796223021583
night,2023-12-16,SA_2600east4,reco,12.308521875
night,2023-12-16,SA_2600east5,ambient,12.2545
night,2023-12-16,SA_2600east5,reco,12.0144386363636
night,2023-12-16,SA_2600west1,ambient,13.422717
night,2023-12-16,SA_2600west1,reco,13.4744837209302
night,2023-12-16,SA_2600west2,reco,13.1872308943089
night,2023-12-16,SA_2600west3,ambient,12.7839467213115
night,2023-12-16,SA_2600west3,reco,12.91061015625
night,2023-12-16,SA_2600west4,reco,12.8145408
night,2023-12-16,SA_2600west5,ambient,12.6161336448598
night,2023-12-16,SA_2600west5,reco,12.8139884057971
resp,2023-12-14,SA_2000east1,reco,23.4245063492064
