Date,Site,Treatment,Plot,Flux_type,CO2_start,CO2_finish,Veg_temp_1,Veg_temp_2,Veg_temp_3,Veg_temp_4,Veg_temp_5,Soil_tem_1,Soil_tem_2,PAR_1,PAR_2,PAR_3,PAR_4,PAR_5,PAR_6,PAR_7,Moist_1,Moist_2,Moist_3,Moist_4,Moist_5,Weather,Time,Amb_tem_C,Obs,
25-nov-19,PIL,B,5,r,490,502.6,8.1,7.5,9.2,9.3,8.9,11.8,12,5,3,4,2,4,5,3,100,100,100,100,100,cloudy,11:15,51,,
26-nov-19,WAY,B,1,p,502,492.1,26.5,25,24.7,26.1,24.4,13.2,13.5,3607,3562,2715,2500,2571,2635,2670,,,,,,partly cloudy,8:42,74,,
26-nov-19,WAY,B,1,r,523.3,536.1,19.9,20.5,20.6,20,19.2,13.2,13.5,5,6,4,3,5,6,3,100,100,100,100,100,partly cloudy,8:45,72,,
26-nov-19,WAY,B,2,p,505,485,25.4,22.1,26,22.1,22.5,12.9,13.6,3707,3829,4307,4005,4419,4294,4910,,,,,,partly cloudy,8:53,78,,
26-nov-19,WAY,B,2,r,513.5,521.7,21.9,20.8,25.3,21.4,25.8,13.6,12.9,5,4,5,3,5,4,5,100,100,100,100,100,partly cloudy,8:56,80,,
26-nov-19,WAY,B,3,p,507.7,587.7,22.5,23,23.4,20.7,23.8,13.2,13.8,5012,5102,5234,5214,5192,5224,5236,,,,,,sunny,9:03,86,,
26-nov-19,WAY,B,3,r,512.4,524.4,19.2,18.3,23.2,21.2,27.2,13.9,13,5,4,5,3,4,2,4,100,100,78.7,77.5,84.5,sunny,9:06,73,,
26-nov-19,WAY,B,4,p,504.7,488.2,24.2,23.7,24.8,27.3,23.8,13.5,12.8,5053,5170,4750,5560,5562,5694,5712,,,,,,sunny,9:13,85,,
26-nov-19,WAY,B,4,r,520.4,523.3,24.4,18.4,22.1,22.2,23.1,13,13.5,2,3,2,1,2,1,2,100,100,100,100,100,sunny,9:16,86,,
26-nov-19,WAY,B,5,p,503.4,489.5,28.6,23.9,22.8,24.3,29,13.3,14.1,4690,4614,4655,4709,4660,4674,4726,,,,,,sunny,9:22,89,,
26-nov-19,WAY,B,5,r,514.4,522.1,21.6,24.5,28.8,25.8,25,14.1,13.3,5,4,3,5,2,4,3,81,100,100,75.8,79.8,sunny,9:25,82,,
26-nov-19,WAY,C,1,p,492.6,470.2,27.3,28.2,27.1,29.8,26.5,15.2,13.3,6411,5900,6458,5604,7700,6366,5604,,,,,,sunny,9:55,78,,
26-nov-19,WAY,C,1,r,501.6,512.1,21.7,21.1,23.4,21.9,22.1,11.2,15.3,10,9,6,8,10,8,6,100,100,72.7,82.6,100,sunny,9:59,80,soil is dry?,
26-nov-19,WAY,C,2,p,500,485.6,23.3,23.2,22.1,24.1,24.5,13.6,15.4,6621,5000,5886,4875,5616,3915,3860,,,,,,sunny,10:06,82,,
26-nov-19,WAY,C,2,r,507.8,512,20.9,19.2,21.1,21.3,24.4,16.2,15,14,13,12,14,11,8,5,100,100,100,100,100,sunyy,10:21,79,,
26-nov-19,WAY,C,3,p,501.6,479,23.5,22,20.7,20.1,20.4,13.4,13.6,4466,5052,4885,4800,4670,3779,3626,,,,,,partly cloudy,10:30,75,,
26-nov-19,WAY,C,3,r,514.6,525.5,21.6,24.2,19.8,17.7,16.2,13.9,13.7,12,14,8,6,13,10,12,100,100,70,100,100,partly cloudy,10:33,75,,
26-nov-19,WAY,C,4,p,493,488.2,18.7,19.9,18.9,19.7,18.6,16.8,16,5204,4178,4675,4490,4320,3646,3550,,,,,,cloudy,10:44,80,,
26-nov-19,WAY,C,4,r,505.8,512.1,18.7,19.9,18.9,19.7,18.6,16.8,16,10,9,11,10,9,8,11,100,100,100,100,100,cloudy,10:47,69,,
26-nov-19,WAY,C,5,p,503.9,490,18.1,19.5,18.3,15.4,12.4,17.5,15.6,2992,3038,3010,3177,3590,3602,3617,,,,,,cloudy,10:47,71,,
26-nov-19,WAY,C,5,r,510.3,520,18.6,19.5,20.3,17.8,19.8,15.6,17.5,12,11,12,10,11,12,10,73.8,74.2,100,100,77.2,cloudy,10:56,65,,
27-nov-19,QUE,B,1,p,471.4,463.1,15.7,23.5,24.5,16.9,12.7,12.7,12.6,4380,4795,4402,4537,4553,4244,4824,,,,,,sunny and windy,10:03,,,
27-nov-19,QUE,B,1,p1,473.6,464.3,19.5,21.2,23.1,13.6,17.4,12.7,12.8,3940,4212,3991,4007,4101,4226,3865,,,,,,sunny and windy,10:06,67,,
27-nov-19,QUE,B,1,p2,473,464.4,17.7,23.9,21.1,16.7,16,12.8,12.9,3922,3919,4165,4007,3969,3991,3900,,,,,,sunny and windy,10:11,67,,
27-nov-19,QUE,B,1,p3,470.6,464.1,16.1,16.9,20.1,12.9,17.6,13.7,13.3,3310,3200,3790,3900,3515,3316,3425,,,,,,sunny and windy,10:14,60,,
27-nov-19,QUE,B,1,r,474.2,476.3,17,15.4,20.4,14.4,14.6,13,12.9,18,13,16,10,11,15,18,48.8,69.8,67.4,65.5,59.2,sunny and windy,10:17,60,,
27-nov-19,QUE,B,2,p,476.5,472.6,15.7,22.7,22.5,14,14.7,12.4,13.5,2215,3115,2819,1814,1708,1864,2504,,,,,,cloudy and windy,10:47,61,,
27-nov-19,QUE,B,2,r,474.1,476.9,15.7,19.5,19.3,17.5,16.5,12.4,13.5,2,4,3,2,2,4,3,100,100,79.8,79.1,100,cloudy and windy,10:50,53,,
27-nov-19,QUE,B,3,p,475.5,474.1,14.9,16.3,13.9,11.1,13.8,13,13.8,2516,2470,2514,2539,2618,2674,2641,,,,,,cloudy and windy,10:57,64,,
27-nov-19,QUE,B,3,r,475.8,478.2,13.9,16.8,17.4,12.3,12.8,13.8,13.2,17,16,19,14,10,16,15,100,84,78.6,83,84.6,cloudy and windy,11:00,55,,
27-nov-19,QUE,B,4,p,471.1,464.2,20.6,19.4,12.3,15.5,16.4,13,12.6,4150,6556,6467,5187,3690,3176,3101,,,,,,partly cloudy and windy,11:06,63,,
27-nov-19,QUE,B,4,r,472,473.5,15.3,19.6,24.7,27.2,18.8,12.7,13.1,13,15,12,9,16,14,13,100,81.7,100,100,73.8,partly cloudy and windy,11:09,63,,
27-nov-19,QUE,B,5,p,470.1,461.9,21.3,26,21.5,22.6,20.1,12.8,14.8,3165,7014,4600,4052,4700,3777,7160,,,,,,partly cloudy and windy,11:15,61,,
27-nov-19,QUE,B,5,p1,469.4,460.2,22.3,19.9,23.7,22,19.6,12.8,14.9,6242,5196,5590,4973,4291,4800,4711,,,,,,partly cloudy and windy,11:19,65,,
27-nov-19,QUE,B,5,p2,472.7,460.6,23.3,23.2,14.1,20.5,24.8,14.9,13,3925,3237,3565,2582,2466,3178,3905,,,,,,partly cloudy and windy,11:21,62,,
27-nov-19,QUE,B,5,p3,473.9,462.9,22.5,19.6,18.3,18.8,20.5,13,15,2417,2734,3044,2622,2899,3528,4236,,,,,,cloudy and windy,11:24,68,,
27-nov-19,QUE,B,5,r,471.8,473.3,17.6,16.4,15.7,17.7,18,13,15,2,3,1,2,3,0,1,76.8,77.3,83.4,75,79.1,cloudy and windy,11:28,62,,
