year,month,day,site,treatment,plot_id,collar_position,t_start,t_finish,date,time,t_start_recording,t_finish_recording,collar_heigth_ave,t_ave,p_ave,w_ave,linear_model,linear_model_rsqd,linear_model_aic
2018,March,18,ACJ,C,5,A,10,72,2018-03-18,15:45,15:46:08,15:47:11,0.06925,51.01625,59.07958333,18.09791667,-0.436742505,0.990287476,106.8306578
2018,March,18,ACJ,C,5,B,10,64,2018-03-18,15:47,15:48:03,15:48:58,0.07225,51.0184375,59.0871875,17.49828125,-0.527430074,0.985810779,116.8807536
2018,March,14,PIL,BB,1,A,10,80,2018-03-14,16:58,16:58:31,16:59:42,0.07375,51.01761062,58.05646018,19.0139823,-0.590977837,0.825355331,388.8851043
2018,March,14,PIL,BB,1,B,10,80,2018-03-14,17:01,17:01:34,17:02:45,0.07925,51.02008929,58.40214286,19.14875,-1.000809202,0.996692511,160.0247606
2018,March,14,PIL,BB,2,A,10,80,2018-03-14,17:06,17:06:10,17:07:21,0.09,51.0212381,58.53514286,17.9647619,-1.169232739,0.994755926,194.9935986
2018,March,14,PIL,BB,2,B,10,80,2018-03-14,17:09,17:09:54,17:11:05,0.083,51.02168142,58.48053097,18.19761062,-1.098747225,0.99264636,223.5005479
2018,March,14,PIL,BB,3,A,10,80,2018-03-14,17:13,17:13:21,17:14:32,0.09,51.02045455,58.46254545,17.80336364,-1.357541331,0.996771618,183.117795
2018,March,14,PIL,BB,3,B,10,80,2018-03-14,17:16,17:16:21,17:17:32,0.07525,51.02025862,59.12396552,18.27560345,-0.70664301,0.986369895,217.4614712
2018,March,14,PIL,B,1,A,20,90,2018-03-14,15:03,15:04:02,15:05:13,0.08875,51.00818898,57.74937008,20.77913386,-0.263987469,0.877134597,219.8768376
2018,March,14,PIL,B,1,B,10,80,2018-03-14,14:58,14:58:48,14:59:59,0.08125,45.6352459,57.61721311,21.20696721,-0.275738968,0.965575845,141.8151127
2018,March,14,PIL,B,2,A,10,80,2018-03-14,15:08,15:09:07,15:10:18,0.0825,51.01241071,56.6075,20.943125,-0.568721529,0.985603805,183.183028
2018,March,14,PIL,B,2,B,10,80,2018-03-14,15:12,15:12:27,15:13:38,0.08525,51.01612903,56.38201613,22.0075,-0.528747088,0.947907874,263.8504038
2018,March,14,PIL,B,3,A,10,80,2018-03-14,15:16,15:16:55,15:18:06,0.08325,51.01944444,55.94333333,22.11873016,-0.56756298,0.971678863,232.5100121
2018,March,14,PIL,B,3,B,10,80,2018-03-14,15:20,15:20:09,15:21:20,0.083,51.01919118,55.77580882,22.85389706,-0.398964708,0.949174357,224.8404934
2018,March,14,PIL,B,4,A,10,80,2018-03-14,15:27,15:27:41,15:28:52,0.07675,51.01982609,55.95304348,25.13756522,-0.2773786,0.860545102,263.8490568
2018,March,14,PIL,B,4,B,10,80,2018-03-14,15:30,15:31:05,15:32:16,0.07425,51.02070064,56.77598726,25.54694268,-0.419123887,0.976601418,190.9782651
2018,March,14,PIL,B,5,A,10,80,2018-03-14,15:35,15:35:23,15:36:34,0.07,51.023,56.19238462,24.56284615,-0.621456081,0.972797566,266.3860902
2018,March,14,PIL,B,5,B,10,80,2018-03-14,15:38,15:38:36,15:39:47,0.05975,51.02410256,56.20213675,23.74991453,-1.063413921,0.996629051,216.1902708
2018,March,14,PIL,C,1,A,10,80,2018-03-14,18:46,18:46:48,18:47:58,0.077,51.0212,60.37946667,18.82066667,-0.876356849,0.991389454,205.9131381
2018,March,14,PIL,C,1,B,10,80,2018-03-14,18:49,18:49:47,18:50:58,0.06875,51.02074766,60.26925234,19.48084112,-0.729521786,0.99210649,193.0466184
2018,March,14,PIL,C,2,A,10,80,2018-03-14,18:35,18:35:50,18:37:01,0.0875,51.01992593,60.3662963,18.11244444,-0.894081075,0.988473074,212.2441083
2018,March,14,PIL,C,2,B,10,80,2018-03-14,18:43,18:43:45,18:44:56,0.08675,51.02040816,60.33918367,17.58673469,-0.73990246,0.992415492,156.7184696
2018,March,14,PIL,C,3,A,10,80,2018-03-14,18:30,18:30:23,18:31:34,0.08575,51.01956044,60.38274725,16.58450549,-1.011351255,0.996867615,139.2485054
2018,March,14,PIL,C,3,B,10,80,2018-03-14,18:32,18:32:58,18:34:08,0.0925,51.01990196,60.33068627,17.39490196,-1.167837399,0.991253011,221.6771571
2018,March,14,PIL,C,4,A,10,80,2018-03-14,18:20,18:20:59,18:22:11,0.077,51.01723577,60.36943089,17.96138211,-2.116458209,0.998540863,207.002243
2018,March,14,PIL,C,4,B,10,80,2018-03-14,18:23,18:23:39,18:24:50,0.0765,51.01774194,60.57903226,18.21177419,-1.467668379,0.99690583,208.9993737
2018,March,14,PIL,C,5,A,10,80,2018-03-14,18:15,18:15:16,18:16:26,0.0705,51.01086022,59.79075269,18.77236559,-0.621030001,0.982519066,221.8272351
2018,March,14,PIL,C,5,B,10,80,2018-03-14,18:17,18:17:59,18:19:10,0.07475,51.01745455,60.53963636,18.56436364,-0.86465291,0.992262667,203.0781615
2018,March,17,QUE,B,1,A,10,80,2018-03-17,18:32,18:32:55,18:34:06,0.06655,51.02363636,59.145,19.73352273,-1.751649917,0.995982088,276.4342913
2018,March,17,QUE,B,1,B,10,80,2018-03-17,18:34,18:34:54,18:36:05,0.0645,51.02351064,59.05617021,20.26457447,-2.123343451,0.998735906,226.2942004
2018,March,17,QUE,B,2,A,10,80,2018-03-17,18:29,18:29:30,18:30:41,0.071,51.02435294,59.03247059,19.99635294,-1.744610738,0.998970321,169.1518816
2018,March,17,QUE,B,2,B,10,80,2018-03-17,18:26,18:26:48,18:27:59,0.067,51.02267327,58.97227723,21.31910891,-1.69035432,0.99920487,155.8973207
2018,March,17,QUE,B,3,A,10,80,2018-03-17,18:20,18:20:31,18:21:42,0.066,51.02367816,58.57816092,19.33942529,-0.548309764,0.990715501,173.9639982
2018,March,17,QUE,B,3,B,10,80,2018-03-17,18:22,18:22:50,18:24:01,0.0695,51.02126316,58.56294737,19.24442105,-0.935305182,0.996587628,170.9996666
2018,March,17,QUE,B,4,A,10,80,2018-03-17,18:17,18:17:19,18:18:30,0.0655,51.02303371,58.87280899,20.67426966,-1.237222575,0.999011084,129.4126609
2018,March,17,QUE,B,4,B,10,80,2018-03-17,18:14,18:14:31,18:15:42,0.063,51.02079208,59.05475248,20.12881188,-1.1624613,0.998491909,156.6456895
2018,March,17,QUE,B,5,A,10,80,2018-03-17,18:08,18:09:08,18:10:19,0.08125,51.01619565,58.74391304,18.70891304,-0.784399034,0.958663567,300.3576298
2018,March,17,QUE,B,5,B,10,80,2018-03-17,18:11,18:11:33,18:12:44,0.0735,51.02,58.81711111,19.57211111,-1.353688819,0.994116845,253.8340337
2018,March,16,TRE,C,1,A,10,80,2018-03-16,17:46,17:46:34,17:47:45,0.07375,51.02031915,60.4843617,17.83531915,-0.919356849,0.997102143,142.7209894
2018,March,16,TRE,C,1,B,10,80,2018-03-16,17:44,17:44:14,17:45:25,0.0675,51.01912088,60.58604396,19.48615385,-0.986701824,0.997205832,163.412326
2018,March,16,TRE,C,2,A,10,80,2018-03-16,17:39,17:39:21,17:40:32,0.063,51.01602273,60.86181818,17.92,-1.070698044,0.995451734,218.2488642
2018,March,16,TRE,C,2,B,10,80,2018-03-16,17:41,17:41:30,17:42:41,0.057,51.01747368,60.43,19.88463158,-1.046684662,0.998338633,156.8912743
2018,March,16,TRE,C,3,A,10,80,2018-03-16,17:34,17:34:45,17:35:56,0.06875,51.01455446,60.52386139,18.53386139,-1.598490991,0.997703764,215.5591156
2018,March,16,TRE,C,3,B,10,80,2018-03-16,17:36,17:36:59,17:38:10,0.0715,51.01670588,60.57070588,18.52964706,-2.047006593,0.992380245,328.9949777
2018,March,16,TRE,C,4,A,10,80,2018-03-16,17:28,17:29:03,17:30:14,0.07125,51.01202247,59.27258427,19.49235955,-0.964498393,0.997790037,137.8211002
2018,March,16,TRE,C,4,B,10,80,2018-03-16,17:31,17:31:50,17:33:01,0.0725,51.01290323,59.32376344,19.47774194,-0.882703376,0.992404724,212.0372549
2018,March,16,TRE,C,5,A,10,80,2018-03-16,17:24,17:24:40,17:25:51,0.07525,51.0047561,59.2004878,18.89268293,-0.706574361,0.995251197,141.6444446
2018,March,16,TRE,C,5,B,10,80,2018-03-16,17:26,17:26:33,17:27:44,0.06375,51.01183908,59.22850575,19.28689655,-1.028808504,0.99480342,223.1359549
2018,March,12,WAY,B,1,A,10,80,2018-03-12,21:13,21:13:14,21:14:25,0.0735,51.01858696,61.1151087,25.12315217,-1.586614304,0.997734326,201.962682
2018,March,12,WAY,B,1,B,10,80,2018-03-12,21:15,21:15:36,21:16:47,0.083,51.01957895,61.12031579,24.78663158,-1.068616177,0.992859234,209.9552092
2018,March,12,WAY,B,2,A,10,76,2018-03-12,21:10,21:10:53,21:12:00,0.073,51.01776316,61.05473684,25.16368421,-0.601969819,0.989374472,159.070406
2018,March,12,WAY,B,2,B,10,80,2018-03-12,21:07,21:07:12,21:08:23,0.0835,51.01933824,61.08683824,25.04948529,-0.572883371,0.953894903,257.2562774
2018,March,12,WAY,B,3,A,10,80,2018-03-12,21:18,21:18:37,21:19:48,0.082,51.01645833,60.95510417,23.34520833,-1.100048346,0.993705165,208.7777549
2018,March,12,WAY,B,3,B,10,80,2018-03-12,21:20,21:21:04,21:22:15,0.07425,51.01763158,61.01298246,23.45736842,-1.14901233,0.99531526,207.0327909
2018,March,12,WAY,B,4,A,10,80,2018-03-12,21:23,21:23:54,21:25:05,0.08575,51.01788136,61.14279661,24.11983051,-0.990685626,0.986186763,242.030303
2018,March,12,WAY,B,4,B,10,80,2018-03-12,21:26,21:26:51,21:28:02,0.063,51.0175,60.99616071,23.62160714,-0.569216157,0.991475428,174.5993572
2018,March,12,WAY,B,5,A,10,80,2018-03-12,21:39,21:39:24,21:40:35,0.08625,51.0212,61.00115556,22.1208,-1.711656214,0.996138,227.5569834
2018,March,12,WAY,B,5,B,10,80,2018-03-12,21:43,21:43:37,21:44:48,0.0755,51.02079208,61.03524752,21.96752475,-0.755707043,0.995109595,149.0457796
2018,March,12,WAY,C,1,A,10,80,2018-03-12,22:11,22:11:32,22:12:43,0.08225,51.0181,58.5934,23.7943,-2.197356027,0.997942766,232.4406619
2018,March,12,WAY,C,1,B,10,80,2018-03-12,22:13,22:14:03,22:15:14,0.07725,51.01670103,58.45865979,23.64649485,-1.782932669,0.998860191,169.067953
2018,March,12,WAY,C,2,A,10,80,2018-03-12,22:16,22:16:46,22:17:57,0.08125,51.01875,58.87658333,22.953,-0.921971175,0.993846208,186.1315918
2018,March,12,WAY,C,2,B,10,80,2018-03-12,22:19,22:19:37,22:20:48,0.08175,51.01897436,58.54188034,23.25846154,-1.352935201,0.993533212,246.6067693
2018,March,12,WAY,C,3,A,10,80,2018-03-12,22:22,22:22:45,22:23:56,0.08025,51.0187619,58.22619048,21.8507619,-1.384087094,0.996601833,206.0510074
2018,March,12,WAY,C,3,B,10,80,2018-03-12,22:26,22:26:10,22:27:21,0.0855,51.0196319,59.05429448,22.26331288,-1.016467881,0.994287753,189.2598648
2018,March,12,WAY,C,4,A,10,80,2018-03-12,22:29,22:29:12,22:30:23,0.08675,51.01866667,59.45590476,21.83295238,-1.07226582,0.988326787,242.8748112
2018,March,12,WAY,C,4,B,10,80,2018-03-12,22:31,22:31:47,22:32:58,0.0765,51.01886957,58.99426087,21.28391304,-1.149324071,0.99607287,193.5628839
2018,March,12,WAY,C,5,A,10,80,2018-03-12,22:34,22:34:26,22:35:37,0.08425,51.01923077,58.73355769,21.29990385,-0.691895789,0.992275177,158.0878752
2018,March,12,WAY,C,5,B,10,80,2018-03-12,22:37,22:37:13,22:38:24,0.08675,51.02036364,59.03945455,21.272,-0.909390263,0.985597909,236.1742374
2019,July,07,ACJ,B,1,A,10,80,2019-07-07,12:56,12:57:04,12:58:14,0.05775,51.02893443,67.19557377,17.75557377,-0.547704608,0.991229669,165.9968629
2019,July,07,ACJ,B,1,B,10,80,2019-07-07,13:00,13:01:03,13:02:13,0.0625,51.03371901,67.17231405,17.57545455,-0.66463891,0.990385959,188.8578726
2019,July,07,ACJ,B,2,A,10,80,2019-07-07,13:04,13:04:20,13:05:30,0.0575,51.02721311,67.19647541,17.66106557,-0.357407249,0.982245367,156.7032131
2019,July,07,ACJ,B,2,B,10,80,2019-07-07,13:06,13:07:04,13:08:15,0.061,51.02909836,67.37032787,16.88508197,-0.255543527,0.94987664,179.2404783
2019,July,07,ACJ,B,3,A,10,80,2019-07-07,13:12,13:12:32,13:13:43,0.05375,51.0745,67.19883333,16.83133333,-0.903260611,0.986279926,281.0326188
2019,July,07,ACJ,B,3,B,10,80,2019-07-07,13:15,13:15:25,13:16:35,0.05925,51.03725,67.19058333,16.455,-0.673393108,0.991765526,187.0035869
2019,July,07,ACJ,B,4,A,10,80,2019-07-07,13:18,13:18:24,13:19:35,0.0575,51.03639344,67.19008197,17.00581967,-0.320484511,0.975121915,166.9447447
2019,July,07,ACJ,B,4,B,10,80,2019-07-07,13:21,13:21:17,13:22:27,0.0585,51.03747899,67.19487395,17.5910084,-0.347235318,0.975136469,174.5780129
2019,July,07,ACJ,B,5,A,10,80,2019-07-07,13:24,13:24:09,13:25:20,0.063,51.03725,67.18191667,17.87491667,-0.630738163,0.990834107,179.5680655
2019,July,07,ACJ,B,5,B,10,80,2019-07-07,13:26,13:26:59,13:28:09,0.0585,51.03858268,67.20645669,17.35015748,-0.370980815,0.977650568,176.1606767
2019,April,10,ACJ,B,1,A,10,80,2019-04-10,12:50,12:50:14,12:51:25,0.05725,51.04798387,66.91782258,39.94048387,-1.770791144,0.998931443,188.3316488
2019,April,10,ACJ,B,1,B,10,80,2019-04-10,12:52,12:52:48,12:53:59,0.058,51.05007752,67.01062016,35.50178295,-2.189535384,0.998767602,226.4811321
2019,April,10,ACJ,B,2,A,10,80,2019-04-10,12:44,12:44:25,12:45:35,0.05475,51.04713115,66.98918033,30.81442623,-1.995337469,0.999220125,187.1097373
2019,April,10,ACJ,B,2,B,10,80,2019-04-10,12:46,12:47:08,12:48:18,0.0595,51.04565574,66.93819672,38.53057377,-1.971960937,0.999354245,161.456404
2019,April,10,ACJ,B,3,A,10,80,2019-04-10,12:38,12:38:20,12:39:31,0.05325,51.04757813,67.00140625,33.11429688,-2.261273809,0.999286654,204.6979195
2019,April,10,ACJ,B,3,B,10,80,2019-04-10,12:40,12:41:01,12:42:12,0.059,51.04434426,67.01295082,34.80131148,-1.290720576,0.99816618,178.0456941
2019,April,10,ACJ,B,4,A,10,80,2019-04-10,12:32,12:32:17,12:33:28,0.05575,51.04860656,66.9504918,29.49303279,-1.721355142,0.998804616,194.743466
2019,April,10,ACJ,B,4,B,10,80,2019-04-10,12:34,12:34:54,12:36:05,0.05825,51.04942623,66.9645082,26.02721311,-0.794064708,0.996886706,148.227423
2019,April,10,ACJ,B,5,A,20,80,2019-04-10,12:17,12:17:44,12:18:45,0.057,51.10062016,66.98565891,34.64178295,-3.605645535,0.997525933,282.9010004
2019,April,10,ACJ,B,5,B,10,80,2019-04-10,12:20,12:20:35,12:21:46,0.059,51.04590164,66.97032787,32.45942623,-1.679879119,0.999271938,148.6593738
2019,November,23,ACJ,B,1,A,10,80,2019-11-23,14:02,14:02:38,14:03:48,0.0605,51.03663934,66.83483607,17.55565574,-0.530540849,0.991694485,151.7091355
2019,November,23,ACJ,B,1,B,10,80,2019-11-23,14:05,14:05:13,14:06:23,0.061,51.03775,66.837,17.41975,-0.751182483,0.995210467,160.5615493
2019,November,23,ACJ,B,2,A,10,80,2019-11-23,14:07,14:08:07,14:09:18,0.05625,51.03834711,66.8338843,16.98,-0.808964943,0.996637657,159.5011264
2019,November,23,ACJ,B,2,B,10,80,2019-11-23,14:10,14:10:46,14:11:56,0.05825,51.03658333,66.82158333,17.20833333,-0.539056538,0.988882149,180.2374408
2019,November,23,ACJ,B,3,A,10,80,2019-11-23,14:13,14:13:36,14:14:47,0.05375,51.03701613,66.82129032,17.42032258,-0.442607569,0.986959296,177.5029785
2019,November,23,ACJ,B,3,B,10,80,2019-11-23,14:15,14:16:07,14:17:17,0.061,51.0375,66.81858333,17.14033333,-0.697028001,0.994032292,165.6344504
2019,November,23,ACJ,B,4,A,10,80,2019-11-23,14:18,14:18:49,14:19:59,0.05625,51.03619835,66.81743802,17.09909091,-0.592405148,0.993414892,161.0817554
2019,November,23,ACJ,B,4,B,10,80,2019-11-23,14:21,14:21:24,14:22:34,0.0595,51.03606557,66.79885246,17.90901639,-0.587744201,0.991805741,167.7777616
2019,November,23,ACJ,B,5,A,10,80,2019-11-23,14:24,14:24:14,14:25:25,0.06375,51.03512397,66.87280992,17.84595041,-0.970508006,0.994855019,197.6699372
2019,November,23,ACJ,B,5,B,10,80,2019-11-23,14:27,14:27:09,14:28:20,0.05925,51.03566667,66.92133333,16.84783333,-1.495175095,0.998159079,195.8776612
2019,April,10,ACJ,C,1,A,10,80,2019-04-10,14:30,14:30:24,14:31:35,0.05975,51.1254918,66.58967213,34.89778689,-3.563230272,0.999252511,257.7758229
2019,April,10,ACJ,C,1,B,10,80,2019-04-10,14:26,14:26:33,14:27:43,0.06375,51.28430894,66.61292683,37.74357724,-2.524379339,0.998836807,229.2292712
2019,April,10,ACJ,C,2,A,10,80,2019-04-10,14:21,14:21:26,14:22:36,0.05525,51.21846774,66.55903226,25.88459677,-1.5695714,0.997752418,227.2628357
2019,April,10,ACJ,C,2,B,10,80,2019-04-10,14:17,14:17:10,14:18:21,0.0545,51.0995935,66.59186992,27.00130081,-1.018945725,0.997756344,168.5635292
2019,April,10,ACJ,C,3,A,10,80,2019-04-10,14:11,14:11:52,14:13:02,0.058,51.06714286,66.57825397,28.64968254,-1.718617675,0.998389117,209.8500741
2019,April,10,ACJ,C,3,B,10,80,2019-04-10,14:08,14:08:18,14:09:29,0.05675,51.0668595,66.61033058,30.23495868,-1.309175793,0.998597888,167.5703058
2019,April,10,ACJ,C,4,A,10,80,2019-04-10,14:03,14:03:54,14:05:05,0.05575,51.0654918,66.62213115,24.96155738,-1.340251545,0.99809612,193.4113401
2019,April,10,ACJ,C,4,B,10,80,2019-04-10,14:00,14:00:37,14:01:47,0.05825,51.06602151,66.61752688,26.62408602,-1.685435151,0.999264446,150.3707379
2019,April,10,ACJ,C,5,A,10,80,2019-04-10,13:52,13:52:27,13:53:38,0.05525,51.09958333,66.52033333,32.16333333,-2.385596741,0.989061112,401.2800859
2019,April,10,ACJ,C,5,B,10,80,2019-04-10,13:55,13:55:42,13:56:53,0.05725,51.06586777,66.52347107,34.7153719,-3.570676336,0.999436601,244.8085842
2019,July,12,ACJ,C,1,A,10,80,2019-07-12,11:43,11:43:18,11:44:28,0.0555,51.05681034,66.70948276,20.43336207,-1.775817541,0.996976231,264.0863483
2019,July,12,ACJ,C,1,B,10,80,2019-07-12,11:45,11:45:46,11:46:57,0.06025,51.02533333,66.70308333,20.17208333,-0.49070859,0.989396055,161.0542031
2019,July,12,ACJ,C,2,A,10,80,2019-07-12,11:48,11:48:35,11:49:45,0.062,51.02325,66.73291667,18.43183333,-0.459243215,0.984815289,171.409386
2019,July,12,ACJ,C,2,B,10,80,2019-07-12,11:51,11:51:17,11:52:28,0.07675,51.02458333,66.70141667,18.76683333,-0.656553711,0.987388629,179.2491392
2019,July,12,ACJ,C,3,A,10,80,2019-07-12,11:54,11:54:14,11:55:24,0.05775,51.02527132,66.74224806,19.19651163,-0.488097462,0.989488425,163.7866777
2019,July,12,ACJ,C,3,B,10,80,2019-07-12,11:56,11:57:05,11:58:15,0.053,51.02533333,66.69241667,19.43875,-0.385253301,0.983637568,174.3560539
2019,July,12,ACJ,C,4,A,10,80,2019-07-12,11:59,11:59:57,12:01:07,0.0585,51.02630252,66.69756303,20.60344538,-0.510798025,0.989827659,166.3555194
2019,July,12,ACJ,C,4,B,10,80,2019-07-12,12:02,12:02:39,12:03:50,0.059,51.02633333,66.6875,19.21591667,-0.543087788,0.995367447,120.3617828
2019,July,12,ACJ,C,5,A,10,80,2019-07-12,12:05,12:05:54,12:07:04,0.05625,51.02658537,66.70837398,17.45178862,-0.403159146,0.986348284,158.9801737
2019,July,12,ACJ,C,5,B,10,80,2019-07-12,12:08,12:08:39,12:09:49,0.06,51.02689076,66.71563025,17.03428571,-0.747674592,0.995397963,159.5930025
2019,November,20,ACJ,C,1,A,10,80,2019-11-20,15:14,15:14:42,15:15:52,0.05375,51.03016529,66.71809917,23.16305785,-1.074095944,0.997950477,169.9261646
2019,November,20,ACJ,C,1,B,10,80,2019-11-20,15:08,15:09:04,15:10:14,0.059,51.029,66.70416667,22.93891667,-0.41764636,0.983968284,169.602178
2019,November,20,ACJ,C,2,A,10,80,2019-11-20,15:05,15:05:31,15:06:41,0.0615,51.03080645,66.72766129,20.6441129,-0.327893995,0.964671097,186.476394
2019,November,20,ACJ,C,2,B,10,80,2019-11-20,15:02,15:02:42,15:03:52,0.07575,51.02865546,66.70319328,22.48630252,-0.637878471,0.985546435,186.7198336
2019,November,20,ACJ,C,3,A,10,80,2019-11-20,14:59,14:59:35,15:00:45,0.05525,51.03041667,66.70283333,22.71666667,-0.513900399,0.987640521,189.6135346
2019,November,20,ACJ,C,3,B,10,80,2019-11-20,14:56,14:56:56,14:58:06,0.05425,51.02941667,66.6945,22.86358333,-0.219081723,0.939989157,186.8770656
2019,November,20,ACJ,C,4,A,10,80,2019-11-20,14:52,14:53:05,14:54:15,0.05775,51.02793388,66.68520661,22.8561157,-0.622193371,0.993423654,165.3279178
2019,November,20,ACJ,C,4,B,10,80,2019-11-20,14:49,14:50:06,14:51:16,0.05175,51.02762712,66.64720339,23.49474576,-0.692962507,0.995628133,167.2298515
2019,November,20,ACJ,C,5,A,10,80,2019-11-20,14:43,14:43:25,14:44:35,0.05725,51.02743802,66.65239669,25.24256198,-0.913005053,0.98791499,265.0325963
2019,November,20,ACJ,C,5,B,10,80,2019-11-20,14:46,14:46:45,14:47:55,0.05825,51.02801653,66.6746281,22.88553719,-0.129855176,0.872559982,161.3069501
2019,July,10,ACJ,NB,1,A,10,80,2019-07-10,11:49,11:49:41,11:50:51,0.0515,51.05559322,67.49474576,29.24313559,-1.565747067,0.998596976,201.8168062
2019,July,10,ACJ,NB,1,B,10,80,2019-07-10,11:52,11:52:21,11:53:31,0.04925,51.05336134,67.49319328,30.36831933,-1.371128209,0.998955237,168.5205735
2019,July,10,ACJ,NB,2,A,10,80,2019-07-10,11:55,11:55:17,11:56:28,0.0505,51.05324786,67.49735043,27.75282051,-0.927834194,0.997188847,180.7224659
2019,July,10,ACJ,NB,2,B,10,80,2019-07-10,11:57,11:57:56,11:59:07,0.0495,51.0503252,67.49341463,25.49869919,-0.922575155,0.99708744,186.7244939
2019,July,10,ACJ,NB,3,A,10,80,2019-07-10,12:00,12:00:59,12:02:10,0.0505,51.05091667,67.4955,25.23391667,-0.599197727,0.994906443,159.7564073
2019,July,10,ACJ,NB,3,B,10,80,2019-07-10,12:03,12:03:39,12:04:49,0.05175,51.0485,67.48983333,24.50141667,-0.836347556,0.995872565,188.2047466
2019,July,10,ACJ,NB,4,A,10,80,2019-07-10,12:06,12:06:25,12:07:36,0.05,51.04941667,67.48691667,26.82666667,-1.058018331,0.99816255,171.2924147
2019,July,10,ACJ,NB,4,B,10,80,2019-07-10,12:08,12:09:03,12:10:14,0.04675,51.04991803,67.47467213,26.84836066,-0.740690232,0.997120141,162.117305
2019,July,10,ACJ,NB,5,A,10,80,2019-07-10,12:11,12:11:53,12:13:03,0.0525,51.04818182,67.48694215,27.03157025,-1.42324659,0.998467945,191.4817253
2019,July,10,ACJ,NB,5,B,10,80,2019-07-10,12:14,12:14:40,12:15:51,0.0495,51.04768595,67.46231405,27.33545455,-1.161196077,0.998548678,168.3947282
2019,November,23,ACJ,NB,1,A,10,80,2019-11-23,12:52,12:52:27,12:53:37,0.0545,51.04408333,67.089,21.50958333,-0.903164249,0.974321718,323.5163309
2019,November,23,ACJ,NB,1,B,10,80,2019-11-23,12:55,12:56:07,12:57:18,0.0525,51.03125,67.09958333,21.35441667,-0.558358669,0.993914246,158.0612975
2019,November,23,ACJ,NB,2,A,10,80,2019-11-23,12:58,12:59:04,13:00:15,0.052,51.03125,67.08391667,21.119,-0.713608273,0.996162875,163.1164694
2019,November,23,ACJ,NB,2,B,10,80,2019-11-23,13:01,13:01:34,13:02:45,0.051,51.03175,67.07258333,22.32316667,-0.531261919,0.992820398,167.9186995
