system:index,BurnFreq,DaysSinceFire,LastFire,LastFireDate,date,flux_id,plot_id,tier,.geo
1_00000000000000000301_00000000000000000301,0.3269060108885105,3028.0,2016236.882352941,2016-08-23,2024-12-07,SA_2200east2770,SA_2200east2,South_Africa_2023,"{""type"":""Polygon"",""coordinates"":[[[28.895121976664054,-28.678994659522232],[28.894835479346554,-28.67903047470714],[28.894571786666116,-28.67913506944323],[28.89435188818213,-28.679300118177967],[28.89419328772534,-28.679512483280025],[28.894108610120583,-28.67975526071741],[28.8941045961794,-28.680009125546565],[28.894181565983494,-28.68025387013405],[28.894333393227736,-28.680470012682008],[28.894547992720707,-28.680640348019395],[28.894808282285677,-28.680751317203608],[28.8950935425197,-28.68079408689021],[28.89538106616837,-28.68076525252881],[28.895647965791806,-28.68066710939119],[28.895872995778756,-28.680507469850117],[28.896038243622524,-28.68029904145849],[28.896130555793814,-28.680058415351617],[28.896142584699575,-28.679804745519363],[28.896073373409145,-28.679558224101232],[28.89592843164797,-28.67933847408552],[28.89571929706537,-28.67916298735586],[28.895462616748638,-28.679045732405186],[28.895178822122887,-28.678996042521945],[28.895121976664054,-28.678994659522232]]]}"
1_00000000000000000302_00000000000000000302,0.32731566754375924,3028.0,2016236.8888888885,2016-08-23,2024-12-07,SA_2200east3771,SA_2200east3,South_Africa_2023,"{""type"":""Polygon"",""coordinates"":[[[28.895117517563,-28.67896344581486],[28.894831020330876,-28.67899926099976],[28.894567327729025,-28.679103855735857],[28.89434742931056,-28.67926890447059],[28.894188828901044,-28.67948126957265],[28.89410415132152,-28.679724047010037],[28.89410013738154,-28.67997791183919],[28.8941771071627,-28.680222656426682],[28.894328934361692,-28.680438798974635],[28.894543533790713,-28.680609134312025],[28.894803823278114,-28.680720103496235],[28.89508908342712,-28.680762873182836],[28.8953766069901,-28.68073403882143],[28.895643506533993,-28.680635895683825],[28.895868536453893,-28.680476256142743],[28.896033784248402,-28.680267827751113],[28.896126096392194,-28.680027201644243],[28.896138125294375,-28.679773531811996],[28.896068914024568,-28.67952701039386],[28.89592397230659,-28.679307260378142],[28.89571483778631,-28.679131773648486],[28.895458157546074,-28.679014518697812],[28.89517436300489,-28.678964828814564],[28.895117517563,-28.67896344581486]]]}"
1_00000000000000000303_00000000000000000303,0.3275038881691439,3028.0,2016236.8918918916,2016-08-23,2024-12-07,SA_2200east4772,SA_2200east4,South_Africa_2023,"{""type"":""Polygon"",""coordinates"":[[[28.895113058461952,-28.67893223210749],[28.894826561315202,-28.678968047292386],[28.894562868791926,-28.67907264202849],[28.894342970439002,-28.679237690763223],[28.89418437007675,-28.679450055865285],[28.894099692522467,-28.679692833302667],[28.894095678583675,-28.679946698131822],[28.894172648341904,-28.68019144271931],[28.894324475495655,-28.680407585267268],[28.894539074860713,-28.68057792060465],[28.894799364270547,-28.680688889788854],[28.895084624334537,-28.68073165947547],[28.895372147811837,-28.680702825114057],[28.895639047276187,-28.68060468197645],[28.89586407712902,-28.680445042435377],[28.89602932487429,-28.680236614043746],[28.89612163699057,-28.679995987936877],[28.89613366588917,-28.679742318104626],[28.896064454639994,-28.679495796686492],[28.895919512965214,-28.679276046670783],[28.895710378507257,-28.67910055994112],[28.895453698343513,-28.678983304990446],[28.895169903886902,-28.678933615107198],[28.895113058461952,-28.67893223210749]]]}"
1_00000000000000000304_00000000000000000304,0.327116691454067,3028.0,2016236.8857142858,2016-08-23,2024-12-07,SA_2200east5773,SA_2200east5,South_Africa_2023,"{""type"":""Polygon"",""coordinates"":[[[28.895104140259843,-28.678901018400108],[28.89481764319847,-28.67893683358502],[28.894553950753767,-28.679041428321117],[28.894334052466377,-28.67920647705585],[28.894175452151384,-28.679418842157908],[28.894090774622335,-28.6796616195953],[28.894086760684754,-28.679915484424455],[28.894163730420043,-28.68016022901194],[28.89431555752855,-28.6803763715599],[28.89453015682966,-28.680546706897285],[28.894790446161924,-28.68065767608148],[28.895075706140897,-28.680700445768096],[28.895363229532514,-28.680671611406687],[28.895630128917322,-28.68057346826908],[28.89585515870309,-28.680413828728],[28.896020406399117,-28.68020540033638],[28.896112718487878,-28.6799647742295],[28.896124747382903,-28.67971110439726],[28.896055536154353,-28.679464582979126],[28.895910594522775,-28.67924483296341],[28.895701460127146,-28.679069346233746],[28.89544478003988,-28.678952091283072],[28.895160985667847,-28.678902401399824],[28.895104140259843,-28.678901018400108]]]}"
1_00000000000000000305_00000000000000000305,0.2326406929753229,3029.0,2016235.3783783785,2016-08-22,2024-12-07,SA_2200west1774,SA_2200west1,South_Africa_2023,"{""type"":""Polygon"",""coordinates"":[[[28.893873428369087,-28.679485160638123],[28.89358692970994,-28.679520975823014],[28.89332323579464,-28.67962557055909],[28.893103336280856,-28.679790619293804],[28.892944735081315,-28.680002984395845],[28.892860057079954,-28.680245761833213],[28.892856043119924,-28.680499626662364],[28.892933013284438,-28.68074437124987],[28.893084841239673,-28.68096051379785],[28.893299441737636,-28.681130849135258],[28.8935597325216,-28.68124181831948],[28.893844994091562,-28.681284588006093],[28.894132519086785,-28.681255753644688],[28.894399419960166,-28.68115761050706],[28.894624451000972,-28.680997970965954],[28.89478969961858,-28.680789542574303],[28.89488201222214,-28.68054891646742],[28.894894041184184,-28.680295246635172],[28.894824829569586,-28.68004872521705],[28.894679887129612,-28.679828975201357],[28.894470751567617,-28.67965348847172],[28.89421407004886,-28.679536233521066],[28.893930274094117,-28.67948654363783],[28.893873428369087,-28.679485160638123]]]}"
1_00000000000000000306_00000000000000000306,0.2347332634575395,3029.0,2016235.411764706,2016-08-22,2024-12-07,SA_2200west2775,SA_2200west2,South_Africa_2023,"{""type"":""Polygon"",""coordinates"":[[[28.893877887470143,-28.67945394693075],[28.89359138889638,-28.67948976211564],[28.893327695059657,-28.679594356851723],[28.893107795611407,-28.679759405586438],[28.89294919445913,-28.67997177068847],[28.89286451648301,-28.680214548125843],[28.892860502524176,-28.680468412954998],[28.89293747266575,-28.680713157542495],[28.89308930057575,-28.680929300090472],[28.89330390100975,-28.681099635427884],[28.893564191716145,-28.681210604612108],[28.893849453201092,-28.68125337429872],[28.894136978110627,-28.681224539937308],[28.894403878904463,-28.681126396799687],[28.894628909878207,-28.680966757258588],[28.894794158446565,-28.68075832886694],[28.89488647102262,-28.68051770276005],[28.894898499981085,-28.680264032927802],[28.894829288387108,-28.68001751150968],[28.89468434599034,-28.679797761493983],[28.89447521049067,-28.679622274764345],[28.894218529048405,-28.67950501981369],[28.893934733178238,-28.679455329930455],[28.893877887470143,-28.67945394693075]]]}"
1_00000000000000000307_00000000000000000307,0.23757745109255232,3029.0,2016235.4571428571,2016-08-22,2024-12-07,SA_2200west3776,SA_2200west3,South_Africa_2023,"{""type"":""Polygon"",""coordinates"":[[[28.893882346571193,-28.679418274122312],[28.893595848095003,-28.67945408930721],[28.893332154348094,-28.679558684043286],[28.89311225497474,-28.679723732778],[28.89295365387648,-28.67993609788005],[28.892868975929204,-28.68017887531742],[28.892864961971746,-28.680432740146575],[28.892941932087105,-28.680677484734066],[28.893093759945387,-28.680893627282046],[28.89330836030631,-28.681063962619454],[28.89356865092405,-28.68117493180367],[28.89385391231183,-28.68121770149029],[28.894141437123434,-28.681188867128878],[28.894408337826366,-28.681090723991254],[28.894633368723454,-28.680931084450155],[28.894798617235544,-28.680722656058506],[28.894890929780157,-28.680482029951623],[28.89490295873453,-28.680228360119376],[28.894833747164128,-28.679981838701252],[28.894688804816727,-28.679762088685553],[28.89447966938829,-28.679586601955915],[28.894222988033444,-28.679469347005256],[28.893939192259925,-28.679419657122022],[28.893882346571193,-28.679418274122312]]]}"
1_00000000000000000308_00000000000000000308,0.2402636283033978,3029.0,2016235.5,2016-08-22,2024-12-07,SA_2200west4777,SA_2200west4,South_Africa_2023,"{""type"":""Polygon"",""coordinates"":[[[28.893886805672242,-28.67938706041494],[28.893600307281428,-28.679422875599837],[28.893336613613105,-28.67952747033592],[28.893116714305275,-28.679692519070635],[28.892958113254288,-28.679904884172675],[28.892873435332255,-28.680147661610054],[28.89286942137599,-28.68040152643921],[28.892946391468417,-28.680646271026706],[28.893098219281455,-28.680862413574676],[28.893312819578423,-28.68103274891208],[28.89357311011858,-28.681143718096312],[28.89385837142135,-28.681186487782917],[28.89414589614726,-28.681157653421504],[28.894412796770652,-28.68105951028388],[28.894637827600675,-28.680899870742792],[28.894803076063525,-28.68069144235114],[28.894895388580625,-28.680450816244253],[28.894907417531417,-28.680197146412006],[28.89483820598165,-28.679950624993882],[28.89469326367744,-28.679730874978187],[28.894484128311323,-28.67955538824855],[28.89422744703297,-28.67943813329789],[28.893943651344035,-28.679388443414652],[28.893886805672242,-28.67938706041494]]]}"
1_00000000000000000309_00000000000000000309,0.2402636283033978,3029.0,2016235.5,2016-08-22,2024-12-07,SA_2200west5778,SA_2200west5,South_Africa_2023,"{""type"":""Polygon"",""coordinates"":[[[28.893891264773302,-28.679351387606516],[28.893604766480063,-28.679387202791414],[28.893341072901546,-28.679491797527497],[28.893121173668618,-28.679656846262212],[28.892962572671646,-28.679869211364252],[28.892877894778458,-28.68011198880163],[28.892873880823565,-28.68036585363078],[28.892950850889783,-28.680610598218276],[28.893102678651108,-28.680826740766253],[28.893317278874974,-28.680997076103658],[28.89357756932649,-28.681108045287882],[28.8938628305321,-28.681150814974487],[28.894150355160075,-28.68112198061308],[28.894417255692563,-28.681023837475458],[28.894642286445944,-28.680864197934362],[28.89480753485251,-28.68065576954272],[28.894899847338174,-28.68041514343583],[28.89491187628487,-28.680161473603583],[28.894842664758677,-28.67991495218546],[28.894697722503835,-28.679695202169764],[28.894488587208954,-28.67951971544012],[28.894231906018017,-28.67940246048946],[28.893948110425733,-28.679352770606222],[28.893891264773302,-28.679351387606516]]]}"
1_0000000000000000030a_0000000000000000030a,0.15778216123499145,3450.0,2013913.5555555553,2015-07-02,2024-12-11,SA_2400east1779,SA_2400east1,South_Africa_2023,"{""type"":""Polygon"",""coordinates"":[[[28.89682981236753,-28.71827042160098],[28.896543207514608,-28.718306236785388],[28.896279415857457,-28.71841083152017],[28.89605943483328,-28.718575880253166],[28.89590077484282,-28.71878824535361],[28.89581606545026,-28.71903102279001],[28.895812049998398,-28.71928488761911],[28.895889048690343,-28.719529632207507],[28.89604093292246,-28.71974577475703],[28.89625561296763,-28.71991611009618],[28.89651600023704,-28.720027079281763],[28.89680136754976,-28.72006984896896],[28.897088999126854,-28.720041014607148],[28.897355998936206,-28.719942871468287],[28.89758111339097,-28.71978323192549],[28.89774642326056,-28.719574803532215],[28.89783877007884,-28.719334177424273],[28.89785080349576,-28.719080507591872],[28.89778156622271,-28.718833986174563],[28.89763657005439,-28.718614236160374],[28.89742735697147,-28.718438749432472],[28.897170580309837,-28.718321494483245],[28.896886679162993,-28.718271804600672],[28.89682981236753,-28.71827042160098]]]}"
1_0000000000000000030b_0000000000000000030b,0.14900254971953086,3957.0,2013406.486486487,2014-02-10,2024-12-11,SA_2400east2780,SA_2400east2,South_Africa_2023,"{""type"":""Polygon"",""coordinates"":[[[28.896816435064355,-28.71824366699467],[28.896529830284766,-28.718279482179078],[28.896266038695106,-28.71838407691385],[28.89604605772721,-28.718549125646852],[28.895887397777347,-28.718761490747298],[28.89580268840647,-28.719004268183703],[28.895798672955628,-28.719258133012808],[28.89587567162788,-28.71950287760119],[28.89602755582114,-28.71971902015072],[28.89624223581137,-28.719889355489858],[28.896502623014168,-28.72000032467545],[28.896787990253877,-28.72004309436264],[28.897075621757374,-28.720014260000834],[28.897342621498414,-28.719916116861974],[28.897567735895578,-28.719756477319176],[28.897733045722873,-28.7195480489259],[28.89782539251753,-28.719307422817963],[28.89783742593137,-28.719053752985566],[28.897768188676043,-28.718807231568253],[28.897623192544813,-28.718587481554064],[28.897413979515427,-28.71841199482616],[28.89715720291949,-28.718294739876924],[28.89687330184528,-28.71824504999436],[28.896816435064355,-28.71824366699467]]]}"
1_0000000000000000030c_0000000000000000030c,0.14037971698113208,3821.0,2012908.4722222222,2014-06-26,2024-12-11,SA_2400east3781,SA_2400east3,South_Africa_2023,"{""type"":""Polygon"",""coordinates"":[[[28.896803057761204,-28.718216912388346],[28.896516453054936,-28.718252727572757],[28.896252661532777,-28.718357322307533],[28.896032680621158,-28.718522371040535],[28.89587402071189,-28.71873473614098],[28.895789311362677,-28.71897751357738],[28.89578529591288,-28.719231378406487],[28.895862294565426,-28.719476122994877],[28.89601417871983,-28.719692265544406],[28.896228858655135,-28.71986260088354],[28.896489245791308,-28.719973570069133],[28.896774612958,-28.720016339756317],[28.897062244387907,-28.719987505394517],[28.89732924406062,-28.719889362255657],[28.8975543584002,-28.71972972271286],[28.897719668185207,-28.719521294319584],[28.89781201495623,-28.719280668211642],[28.897824048367,-28.71902699837925],[28.89775481112938,-28.71878047696194],[28.897609815035256,-28.718560726947743],[28.8974006020594,-28.71838524021985],[28.897143825529152,-28.718267985270614],[28.89685992452758,-28.71821829538804],[28.896803057761204,-28.718216912388346]]]}"
1_0000000000000000030d_0000000000000000030d,0.1277544142871557,4550.0,2012179.294117647,2012-06-27,2024-12-11,SA_2400east4782,SA_2400east4,South_Africa_2023,"{""type"":""Polygon"",""coordinates"":[[[28.896789680458035,-28.718185698680966],[28.896503075837323,-28.718221513865384],[28.8962392843939,-28.718326108600163],[28.896019303547938,-28.718491157333162],[28.89586064368603,-28.718703522433604],[28.89577593436211,-28.718946299870012],[28.89577191891351,-28.71920016469912],[28.895848917543077,-28.71944490928751],[28.896000801652143,-28.71966105183704],[28.896215481523374,-28.719831387176168],[28.896475868581813,-28.71994235636176],[28.89676123566332,-28.719985126048943],[28.89704886700737,-28.719956291687144],[28.897315866600394,-28.719858148548283],[28.897540980872773,-28.719698509005486],[28.897706290608422,-28.71949008061221],[28.89779863735189,-28.719249454504276],[28.89781067075907,-28.718995784671883],[28.89774143354213,-28.718749263254566],[28.897596437491277,-28.718529513240377],[28.897387224577866,-28.71835402651247],[28.897130448124273,-28.718236771563234],[28.896846547207442,-28.718187081680664],[28.896789680458035,-28.718185698680966]]]}"
1_0000000000000000030e_0000000000000000030e,0.11933104631217838,4402.0,2011692.7999999996,2012-11-22,2024-12-11,SA_2400east5783,SA_2400east5,South_Africa_2023,"{""type"":""Polygon"",""coordinates"":[[[28.896776303154883,-28.718158944074645],[28.896489698607493,-28.718194759259067],[28.896225907231557,-28.718299353993846],[28.896005926441884,-28.71846440272685],[28.895847266620574,-28.718676767827294],[28.895762557318324,-28.7189195452637],[28.895758541870762,-28.7191734100928],[28.89583554048063,-28.71941815468119],[28.89598742455084,-28.719634297230716],[28.89620210436713,-28.719804632569847],[28.896462491358957,-28.71991560175543],[28.89674785836745,-28.719958371442626],[28.897035489637904,-28.719929537080816],[28.89730248916261,-28.71983139394196],[28.89752760337738,-28.719671754399165],[28.897692913070756,-28.719463326005897],[28.897785259790584,-28.719222699897955],[28.897797293194696,-28.718969030065555],[28.897728055995472,-28.71872250864825],[28.897583059981724,-28.718502758634052],[28.89737384712183,-28.718327271906155],[28.897117070733934,-28.718210016956913],[28.896833169889735,-28.718160327074347],[28.896776303154883,-28.718158944074645]]]}"
1_0000000000000000030f_0000000000000000030f,0.09977401372212694,4896.0,2010563.2777777778,2011-07-17,2024-12-11,SA_2400west1784,SA_2400west1,South_Africa_2023,"{""type"":""Polygon"",""coordinates"":[[[28.89567936429573,-28.71787356160722],[28.895392760530477,-28.71790937679164],[28.89512896987443,-28.71801397152643],[28.8949089896851,-28.71817902025945],[28.894750330296795,-28.718391385359904],[28.89466562122575,-28.71863416279631],[28.894661605789167,-28.718888027625418],[28.894738604188927,-28.7191327722138],[28.89489048784465,-28.71934891476332],[28.895105167075062,-28.719519250102437],[28.895365553356253,-28.719630219288014],[28.89565091958593,-28.719672988975205],[28.89593855007139,-28.7196441546134],[28.896205548867407,-28.719546011474545],[28.896430662467825,-28.71938637193176],[28.896595971710063,-28.719177943538508],[28.896688318177905,-28.71893731743058],[28.896700351549196,-28.718683647598187],[28.896631114538945,-28.71843712618086],[28.896486118920915,-28.71821737616665],[28.896276906631993,-28.718041889438737],[28.896020130944837,-28.717924634489496],[28.8957362308754,-28.71787494460692],[28.89567936429573,-28.71787356160722]]]}"
