plot_id,date,soil_moisture
SA_2200east3,2023-12-07,49.93141002618056
SA_2200east4,2023-12-07,50.25194112524306
SA_2200east5,2023-12-07,50.57247222430556
SA_2200west1,2023-12-07,47.42984758069444
SA_2200west2,2023-12-07,47.526509289687496
SA_2200west3,2023-12-07,47.62317099868055
SA_2200west4,2023-12-07,47.71983270767361
SA_2200west5,2023-12-07,47.816494416666664
SA_2400east1,2023-12-11,27.17368600472222
SA_2400east2,2023-12-11,26.11870745486111
SA_2400east3,2023-12-11,25.063728904999998
SA_2400east4,2023-12-11,24.00875035513889
SA_2400east5,2023-12-11,22.95377180527778
SA_2400west1,2023-12-11,42.84817882888889
SA_2400west2,2023-12-11,45.07837559753472
SA_2400west3,2023-12-11,47.308572366180556
SA_2400west4,2023-12-11,49.53876913482639
SA_2400west5,2023-12-11,51.76896590347222
SA_2600east1,2023-12-10,29.625335140833332
SA_2600east2,2023-12-10,29.829292268506943
SA_2600east3,2023-12-10,30.033249396180555
SA_2600east4,2023-12-10,30.237206523854166
SA_2600east5,2023-12-10,30.441163651527777
SA_2600west1,2023-12-10,32.42053269875
SA_2600west2,2023-12-10,32.210727470677085
SA_2600west3,2023-12-10,32.00092224260417
SA_2600west4,2023-12-10,31.79111701453125
SA_2600west5,2023-12-10,31.581311786458333
SA_2800east1,2023-12-10,27.35171104611111
SA_2800east2,2023-12-10,27.946955232013888
SA_2800east3,2023-12-10,28.542199417916667
SA_2800east4,2023-12-10,29.137443603819445
SA_2800east5,2023-12-10,29.732687789722224
SA_2800west1,2023-12-10,34.110632504305556
SA_2800west2,2023-12-10,32.226325524965276
SA_2800west3,2023-12-10,30.342018545625002
SA_2800west4,2023-12-10,28.457711566284722
SA_2800west5,2023-12-10,26.573404586944445
US_cbt1,2016-07-05,32.80229272
US_cbt2,2016-07-05,32.80229272
US_cbt3,2016-07-05,32.80229272
US_cbt4,2016-07-05,32.80229272
US_cbt5,2016-07-05,32.80229272
US_road1,2016-07-07,22.13354082
US_road2,2016-07-07,22.13354082
US_road3,2016-07-07,22.13354082
US_road4,2016-07-07,22.13354082
US_road5,2016-07-07,22.13354082
US_pfeiler1,2016-07-14,10.55638812
US_pfeiler2,2016-07-14,10.55638812
US_pfeiler3,2016-07-14,10.55638812
US_pfeiler4,2016-07-14,10.55638812
US_pfeiler5,2016-07-14,10.55638812
US_cinnamon1,2016-07-18,19.035978019999998
US_cinnamon2,2016-07-18,19.035978019999998
US_cinnamon3,2016-07-18,19.035978019999998
US_cinnamon4,2016-07-18,19.035978019999998
US_cinnamon5,2016-07-18,19.035978019999998
US_cinnamon1,2016-07-27,21.55735598
US_cinnamon2,2016-07-27,21.55735598
US_cinnamon3,2016-07-27,21.55735598
US_cinnamon4,2016-07-27,21.55735598
US_cinnamon5,2016-07-27,21.55735598
US_cbt1,2018-06-19,33.79333347
US_cbt2,2018-06-19,33.79333347
US_cbt3,2018-06-19,33.79333347
US_cbt4,2018-06-19,33.79333347
US_cbt5,2018-06-19,33.79333347
US_cinnamon1,2018-07-19,23.1175322
US_cinnamon2,2018-07-19,23.1175322
US_cinnamon3,2018-07-19,23.1175322
US_cinnamon4,2018-07-19,23.1175322
US_cinnamon5,2018-07-19,23.1175322
US_pbm1,2018-07-02,11.40331745
US_pbm2,2018-07-02,11.40331745
US_pbm3,2018-07-02,11.40331745
US_pbm4,2018-07-02,11.40331745
US_pbm5,2018-07-02,11.40331745
US_pfeiler1,2018-07-02,10.188876950000001
US_pfeiler2,2018-07-02,10.188876950000001
US_pfeiler3,2018-07-02,10.188876950000001
US_pfeiler4,2018-07-02,10.188876950000001
US_pfeiler5,2018-07-02,10.188876950000001
US_road1,2018-06-20,30.59251388
US_road2,2018-06-20,30.59251388
US_road3,2018-06-20,30.59251388
US_road4,2018-06-20,30.59251388
US_road5,2018-06-20,30.59251388
