year,site_clean,season,date,sample,tin_g,wet_g,dry_tot_g,rocks_g,bio_g,dry_soil_g,percent_moisture,pre_burn_g,post_burn_g,loc_g,percent_soc,notas,notas_1,dry_24_g,a,b,c_,d,moisture_percent_2022,loc_2022,soc_2022
2008,pbm,,2008-08-12,5b,1.248,15.153,13.193,5.217,1.297,9.216,24.80384713,9.15,8.816,0.334,,,,9.15,13.905,3.969,0.049,9.216,0.07280816,0.334,0.167
2008,pbm,,2008-08-12,5aw,1.283,11.113,9.52,3.716,1.36,7.054,27.83505155,7.006,6.722,0.284,,,,7.006,9.83,2.433,0.077,7.054,0.037709101,0.284,0.142
2008,pbm,,2008-08-12,5bw,1.264,12.47,11.024,6.348,1.327,5.948,31.15036622,5.906,5.716,0.19,,,,5.906,11.206,5.084,0.063,5.948,0.018661735,0.19,0.095
2009,almont,,2009-06-08,1a,1.276,17.749,15.505,2.321,1.328,14.265,0.157308097,9.196,8.971,0.225,0.01223358,,,,16.473,1.045,0.052,14.265,0.07788293,0.225,0.1125
2009,almont,,2009-06-08,1b,1.274,18.124,16.06,3.135,1.324,14.13,0.146072187,9.821,9.516,0.305,0.01552795,,,,16.85,1.861,0.05,14.13,0.057254069,0.305,0.1525
2009,almont,,2009-06-08,2a,1.276,18.046,16.118,2.596,1.31,14.698,0.131174309,8.925,8.744,0.181,0.010140056,,,,16.77,1.32,0.034,14.698,0.048850184,0.181,0.0905
2009,almont,,2009-06-08,2b,1.267,19.713,18.389,2.536,1.325,17.065,0.077585702,9.717,9.614,0.103,0.00529999,,,,18.446,1.269,0.058,17.065,0.003164372,0.103,0.0515
2009,almont,,2009-06-08,3a,1.266,16.466,14.541,1.965,1.286,13.765,0.139847439,9.644,9.517,0.127,0.006584405,,,,15.2,0.699,0.02,13.765,0.052015983,0.127,0.0635
2009,almont,,2009-06-08,3b,1.267,17.559,15.38,1.336,1.3,15.15,0.143828383,8.77,8.649,0.121,0.006898518,,,,16.292,0.069,0.033,15.15,0.068646865,0.121,0.0605
2009,almont,,2009-06-08,4a,1.274,15.204,13.768,1.549,1.316,13.429,0.106932757,9.735,9.525,0.21,0.010785824,,,,13.93,0.275,0.042,13.429,0.01370169,0.21,0.105
2009,almont,,2009-06-08,4b,1.265,17.575,15.417,1.823,1.286,14.669,0.147112959,9.587,9.463,0.124,0.006467091,,,,16.31,0.558,0.021,14.669,0.072397573,0.124,0.062
2009,almont,,2009-06-08,5a,1.273,17.289,15.356,1.459,1.275,14.929,0.129479536,8.957,8.867,0.09,0.005024004,,,,16.016,0.186,0.002,14.929,0.060218367,0.09,0.045
2009,almont,,2009-06-08,5b,1.278,18.838,17.17,3.778,1.302,13.879,0.120181569,9.373,9.218,0.155,0.008268431,,,,17.56,2.5,0.024,13.879,0.083363355,0.155,0.0775
2009,cbt,,2009-06-15,1a,1.281,17.148,15.023,4.44,1.305,11.828,0.179658438,10.5,9.948,0.552,0.026285714,,,,15.867,3.159,0.024,11.828,0.072370646,0.552,0.276
2009,cbt,,2009-06-15,1b,1.299,16.447,13.793,3.314,1.324,11.7,0.226837607,10.813,10.148,0.665,0.030750023,,,,15.148,2.015,0.025,11.7,0.12034188,0.665,0.3325
2009,cbt,,2009-06-15,2a,1.282,21.593,18.291,4.104,1.316,15.392,0.214527027,10.805,10.178,0.627,0.029014345,,,,20.311,2.822,0.034,15.392,0.134030665,0.627,0.3135
2009,cbt,,2009-06-15,2b,1.293,17.787,13.104,2.059,1.336,12.237,0.382691836,10.458,9.594,0.864,0.04130809,,,,16.494,0.766,0.043,12.237,0.281768407,0.864,0.432
2009,cbt,,2009-06-15,3a,1.284,18.12,14.297,5.709,1.354,9.806,0.389863349,9.512,8.964,0.548,0.028805719,,,,16.836,4.425,0.07,9.806,0.258515195,0.548,0.274
2009,cbt,,2009-06-15,3b,1.302,19.009,13.321,4.999,1.383,9.827,0.578813473,9.827,8.66,1.167,0.059377226,,,,17.707,3.697,0.081,9.827,0.41742139,1.167,0.5835
2009,cbt,,2009-06-15,4a,1.273,18.237,13.684,2.395,1.376,12.249,0.371703813,10.239,9.535,0.704,0.034378357,,,,16.964,1.122,0.103,12.249,0.284921218,0.704,0.352
2009,cbt,,2009-06-15,4b,1.292,20.161,14.549,2.42,1.347,13.316,0.421447882,9.896,9.105,0.791,0.039965643,,,,18.869,1.128,0.055,13.316,0.32817663,0.791,0.3955
2009,cbt,,2009-06-15,5a,1.285,17.684,13.404,1.59,1.343,13.026,0.328573622,10.584,9.954,0.63,0.029761905,,,,16.399,0.305,0.058,13.026,0.231076309,0.63,0.315
2009,cbt,,2009-06-15,5b,1.295,18.503,14.896,3.833,1.303,12.283,0.293657901,10.684,10.104,0.58,0.027143392,,,,17.208,2.538,0.008,12.283,0.193682325,0.58,0.29
2009,road,,2009-06-16,1a,1.279,15.621,13.94,3.88,1.471,11.18,0.150357782,8.701,8.309,0.392,0.022526146,,,,14.342,2.601,0.192,11.18,0.033005367,0.392,0.196
2009,road,,2009-06-16,1b,1.283,16.404,14.581,3.291,1.353,12.477,0.14610884,9.822,9.349,0.473,0.024078599,,,,15.121,2.008,0.07,12.477,0.045363469,0.473,0.2365
2009,road,,2009-06-16,2a,1.284,15.967,14.528,5.504,1.313,10.224,0.140747261,9.464,9.08,0.384,0.020287405,,,,14.683,4.22,0.029,10.224,0.020539906,0.384,0.192
2009,road,,2009-06-16,2b,1.263,16.503,14.695,2.448,1.326,13.378,0.135147257,9.553,9.101,0.452,0.02365749,,,,15.24,1.185,0.063,13.378,0.045896248,0.452,0.226
2009,road,,2009-06-16,3a,1.269,16.188,14.382,3.247,1.346,12.3,0.146829268,9.939,9.58,0.359,0.018060167,,,,14.919,1.978,0.077,12.3,0.045853659,0.359,0.1795
2009,road,,2009-06-16,3b,1.276,16.121,13.966,2.507,1.32,12.772,0.168728469,9.394,8.958,0.436,0.023206302,,,,14.845,1.231,0.044,12.772,0.062480426,0.436,0.218
2009,road,,2009-06-16,4a,1.282,16.767,14.552,3.281,1.339,12.443,0.178011734,9.975,9.535,0.44,0.022055138,,,,15.485,1.999,0.057,12.443,0.079241341,0.44,0.22
2009,road,,2009-06-16,4b,1.271,15.352,13.806,2.71,1.301,12.285,0.125844526,9.363,8.962,0.401,0.021414077,,,,14.081,1.439,0.03,12.285,0.026617827,0.401,0.2005
2009,road,,2009-06-16,5a,1.272,15.993,14.28,3.859,1.298,11.63,0.147291488,9.95,9.48,0.47,0.02361809,,,,14.721,2.587,0.026,11.63,0.041100602,0.47,0.235
2009,road,,2009-06-16,5b,1.266,16.291,14.92,4.702,1.284,11.377,0.120506285,9.93,9.58,0.35,0.017623364,,,,15.025,3.436,0.018,11.377,0.017051947,0.35,0.175
2009,pfeiler,,2009-06-23,1a,1.275,16.155,13.561,1.759,1.347,12.959,0.200169766,9.663,9.244,0.419,0.021680637,,,,14.88,0.484,0.072,12.959,0.105332202,0.419,0.2095
2009,pfeiler,,2009-06-23,1b,1.269,16.627,13.757,1.653,1.296,13.272,0.216244726,9.563,9.147,0.416,0.021750497,,,,15.358,0.384,0.027,13.272,0.126205546,0.416,0.208
2009,pfeiler,,2009-06-23,2a,1.301,18.543,15.307,3.902,2.659,12.57,0.257438345,9.857,9.31,0.547,0.027746779,,,,17.242,2.601,1.358,12.57,0.056722355,0.547,0.2735
2009,pfeiler,,2009-06-23,2b,1.289,15.752,13.132,2.654,1.321,11.718,0.223587643,10.031,9.565,0.466,0.023227993,,,,14.463,1.365,0.032,11.718,0.115036696,0.466,0.233
2009,pfeiler,,2009-06-23,3a,1.278,15.272,14.731,1.945,1.365,13.855,0.039047275,10.078,9.682,0.396,0.019646755,,,,13.994,0.667,0.087,13.855,-0.044388307,0.396,0.198
2009,pfeiler,,2009-06-23,3b,1.271,15.28,13.619,5.04,1.287,9.765,0.170097286,7.985,7.68,0.305,0.019098309,,,,14.009,3.769,0.016,9.765,0.047004608,0.305,0.1525
2009,pfeiler,,2009-06-23,4a,1.273,16.497,14.408,3.991,1.356,11.561,0.180693712,9.954,9.512,0.442,0.02220213,,,,15.224,2.718,0.083,11.561,0.074561024,0.442,0.221
2009,pfeiler,,2009-06-23,4b,1.28,16.95,15.305,3.906,1.428,12.447,0.13216036,9.72,9.326,0.394,0.02026749,,,,15.67,2.626,0.148,12.447,0.036072949,0.394,0.197
2009,pfeiler,,2009-06-23,5a,1.266,17.905,16.22,2.208,1.3,15.216,0.110738696,9.786,9.521,0.265,0.013539751,,,,16.639,0.942,0.034,15.216,0.029376972,0.265,0.1325
2009,pfeiler,,2009-06-23,5b,1.276,16.943,15.24,2.342,1.349,14.061,0.121115141,9.496,9.252,0.244,0.012847515,,,,15.667,1.066,0.073,14.061,0.033212432,0.244,0.122
2009,pbm,,2009-06-29,1a,1.292,15.583,13.016,4.352,1.429,9.802,0.26188533,9.802,9.062,0.74,0.037747398,,,,14.291,3.06,0.137,9.802,0.131809835,0.74,0.37
2009,pbm,,2009-06-29,1b,1.267,16.952,14.738,5.862,1.332,10.038,0.220561865,10.038,9.424,0.614,0.030583782,,,,15.685,4.595,0.065,10.038,0.09832636,0.614,0.307
2009,pbm,,2009-06-29,2a,1.277,15.69,12.845,3.725,1.412,10.216,0.27848473,10.216,9.363,0.853,0.041748238,,,,14.413,2.448,0.135,10.216,0.157987471,0.853,0.4265
2009,pbm,,2009-06-29,2b,1.268,17.215,13.913,2.214,1.312,12.952,0.254941322,9.921,9.368,0.553,0.027870174,,,,15.947,0.946,0.044,12.952,0.154802347,0.553,0.2765
2009,pbm,,2009-06-29,3a,1.278,16.91,15.155,3.173,1.342,13.113,0.133836651,9.884,9.602,0.282,0.01426548,,,,15.632,1.895,0.064,13.113,0.042705712,0.282,0.141
2009,pbm,,2009-06-29,3b,1.279,19.264,17.04,2.364,1.298,15.881,0.140041559,9.888,9.633,0.255,0.012894417,,,,17.985,1.085,0.019,15.881,0.062968327,0.255,0.1275
2009,pbm,,2009-06-29,4a,1.272,15.66,14.329,3.161,1.326,12.316,0.108070802,9.994,9.688,0.306,0.015309186,,,,14.388,1.889,0.054,12.316,0.01047418,0.306,0.153
2009,pbm,,2009-06-29,4b,1.281,15.016,13.928,5.48,1.476,9.519,0.11429772,9.519,9.173,0.346,0.018174178,,,,13.735,4.199,0.195,9.519,-0.018699443,0.346,0.173
2009,pbm,,2009-06-29,5a,1.266,17.347,16.018,3.01,1.318,14.21,0.093525686,9.96,9.755,0.205,0.010291165,,,,16.081,1.744,0.052,14.21,0.005277973,0.205,0.1025
2009,pbm,,2009-06-29,5b,1.269,15.213,14.122,3.668,1.309,11.723,0.093064915,9.906,9.692,0.214,0.010801534,,,,13.944,2.399,0.04,11.723,-0.018595923,0.214,0.107
2009,almont,,2009-07-07,1a,1.275,16.643,15.565,3.505,1.336,13.275,0.081205273,9.232,8.939,0.293,0.015868718,,,,15.368,2.23,0.061,13.275,-0.014915254,0.293,0.1465
2009,almont,,2009-07-07,1b,1.286,16.564,15.188,2.406,1.361,14,0.098285714,10.306,10.002,0.304,0.01474869,,,,15.278,1.12,0.075,14,0.005928571,0.304,0.152
2009,almont,,2009-07-07,2a,1.284,16.74,15.959,3.333,1.31,13.853,0.05637768,9.911,9.739,0.172,0.008677227,,,,15.456,2.049,0.026,13.853,-0.034072042,0.172,0.086
2009,almont,,2009-07-07,2b,1.29,16.216,15.675,2.652,1.363,14.235,0.038004917,9.929,9.663,0.266,0.013395105,,,,14.926,1.362,0.073,14.235,-0.052265543,0.266,0.133
2009,almont,,2009-07-07,3a,1.275,16.558,15.44,1.434,1.333,15.203,0.073538117,9.325,9.173,0.152,0.008150134,,,,15.283,0.159,0.058,15.203,-0.009011379,0.152,0.076
2009,almont,,2009-07-07,3b,1.29,17.496,16.189,2.128,1.356,15.237,0.08577804,10.731,10.584,0.147,0.006849315,,,,16.206,0.838,0.066,15.237,0.004265932,0.147,0.0735
2009,almont,,2009-07-07,4a,1.292,16.215,15.085,1.367,1.337,15.01,0.075283145,9.713,9.545,0.168,0.008648203,,,,14.923,0.075,0.045,15.01,-0.013790806,0.168,0.084
2009,almont,,2009-07-07,4b,1.298,17.57,16.308,1.35,1.326,16.187,0.077963798,10.745,10.572,0.173,0.008050256,,,,16.272,0.052,0.028,16.187,0.00030889,0.173,0.0865
2009,almont,,2009-07-07,5a,1.286,17.168,16.104,1.347,1.337,15.991,0.066537427,10.036,9.93,0.106,0.005280988,,,,15.882,0.061,0.051,15.991,-0.013820274,0.106,0.053
2009,almont,,2009-07-07,5b,1.287,16.573,15.708,1.75,1.332,15.19,0.056945359,9.533,9.42,0.113,0.005926781,,,,15.286,0.463,0.045,15.19,-0.027123107,0.113,0.0565
2009,cbt,,2009-07-14,1a,1.275,16.234,13.796,,1.289,11.575,0.21062635,9.374,8.867,0.507,0.027042885,,,,14.959,,0.014,11.575,,0.507,0.2535
2009,cbt,,2009-07-14,1b,1.282,17.037,15.5,5.014,1.31,11.633,0.13212413,9.167,8.576,0.591,0.032235191,,,,15.755,3.732,0.028,11.633,0.03111837,0.591,0.2955
2009,cbt,,2009-07-14,2a,1.275,17.092,15.346,5.096,1.313,11.46,0.152356021,9.225,8.662,0.563,0.030514905,,,,15.817,3.821,0.038,11.46,0.043455497,0.563,0.2815
2009,cbt,,2009-07-14,2b,1.27,17.158,14.712,4.13,1.326,11.727,0.208578494,9.191,8.557,0.634,0.034490262,,,,15.888,2.86,0.056,11.727,0.10616526,0.634,0.317
2009,cbt,,2009-07-14,3a,1.282,19.311,14.615,5.075,1.355,10.697,0.439001589,8.868,8.176,0.692,0.039016689,,,,18.029,3.793,0.073,10.697,0.324016079,0.692,0.346
2009,cbt,,2009-07-14,3b,1.298,19.886,15.207,6.058,1.342,10.36,0.451640927,8.508,7.8,0.708,0.041607898,,,,18.588,4.76,0.044,10.36,0.330501931,0.708,0.354
2009,cbt,,2009-07-14,4a,1.286,19.263,14.716,2.877,0.049,13.012,0.349446665,8.802,8.177,0.625,0.035503295,,,,17.977,1.591,-1.237,13.012,0.354365201,0.625,0.3125
2009,cbt,,2009-07-14,4b,1.274,18.744,13.942,2.089,1.322,13.01,0.369100692,8.808,8.088,0.72,0.040871935,,,,17.47,0.815,0.048,13.01,0.276479631,0.72,0.36
2009,cbt,,2009-07-14,5a,1.293,16.348,13.68,2.277,1.367,12.576,0.212150127,9.013,8.464,0.549,0.030456008,,,,15.055,0.984,0.074,12.576,0.112993003,0.549,0.2745
2009,cbt,,2009-07-14,5b,1.304,16.691,14.27,2.253,1.35,13.211,0.183256377,8.563,8.102,0.461,0.026918136,,,,15.387,0.949,0.046,13.211,0.089395201,0.461,0.2305
2009,road,,2009-07-14,1a,1.293,17.102,15.617,8.394,1.341,8.457,0.175594182,8.457,8.062,0.395,0.023353435,,,,15.809,7.101,0.048,8.457,0.024003784,0.395,0.1975
2009,road,,2009-07-14,1b,1.279,17.762,14.883,4.728,1.337,11.399,0.252566015,8.766,8.388,0.378,0.021560575,,,,16.483,3.449,0.058,11.399,0.138345469,0.378,0.189
2009,road,,2009-07-14,2a,1.275,16.271,14.792,3.002,1.321,12.876,0.114864865,9.293,8.852,0.441,0.023727537,,,,14.996,1.727,0.046,12.876,0.026949363,0.441,0.2205
2009,road,,2009-07-14,2b,1.283,15.28,13.375,2.729,1.402,11.824,0.161112991,9.25,8.778,0.472,0.025513514,,,,13.997,1.446,0.119,11.824,0.051420839,0.472,0.236
2009,road,,2009-07-14,3a,1.297,16.177,14.469,4.356,1.339,11.368,0.150246305,8.332,7.859,0.473,0.028384542,,,,14.88,3.059,0.042,11.368,0.036154117,0.473,0.2365
2009,road,,2009-07-14,3b,1.298,15.29,13.686,2.565,1.362,12.352,0.129857513,9.373,8.968,0.405,0.021604609,,,,13.992,1.267,0.064,12.352,0.025016192,0.405,0.2025
2009,road,,2009-07-14,4a,1.299,17.506,15.739,6.739,1.48,10.228,0.172761048,7.561,7.173,0.388,0.025657982,,,,16.207,5.44,0.181,10.228,0.035001955,0.388,0.194
2009,road,,2009-07-14,4b,1.293,14.787,13.144,2.248,1.32,12.189,0.134793666,9.442,9.031,0.411,0.021764457,,,,13.494,0.955,0.027,12.189,0.026499303,0.411,0.2055
2009,road,,2009-07-14,5a,1.299,15.943,14.339,3.579,1.412,11.976,0.133934536,8.517,8.127,0.39,0.022895386,,,,14.644,2.28,0.113,11.976,0.022962592,0.39,0.195
2009,road,,2009-07-14,5b,1.285,17.087,15.845,4.096,1.352,12.909,0.096211945,8.769,8.479,0.29,0.016535523,,,,15.802,2.811,0.067,12.909,0.00116198,0.29,0.145
2009,pfeiler,,2009-07-22,1a,1.289,14.734,13.536,2.344,1.438,12.328,0.097177158,10.039,9.384,0.655,0.032622771,,,,13.445,1.055,0.149,12.328,-0.007057106,0.655,0.3275
2009,pfeiler,,2009-07-22,1b,1.274,15.534,14.639,2.775,1.36,13.001,0.068840858,9.872,9.49,0.382,0.01934765,,,,14.26,1.501,0.086,13.001,-0.025228829,0.382,0.191
2009,pfeiler,,2009-07-22,2a,1.277,15.583,14.772,4.276,1.315,11.643,0.069655587,9.834,9.475,0.359,0.018253,,,,14.306,2.999,0.038,11.643,-0.032122305,0.359,0.1795
2009,pfeiler,,2009-07-22,2b,1.283,15.056,13.712,1.803,1.301,13.175,0.102011385,9.987,9.58,0.407,0.020376489,,,,13.773,0.52,0.018,13.175,0.00455408,0.407,0.2035
2009,pfeiler,,2009-07-22,3a,1.267,14.868,14.102,4.776,1.338,10.562,0.072524143,9.5,9.063,0.437,0.023,,,,13.601,3.509,0.071,10.562,-0.05122136,0.437,0.2185
2009,pfeiler,,2009-07-22,3b,1.27,14.915,13.915,2.99,1.345,12.171,0.082162517,9.596,9.142,0.454,0.02365569,,,,13.645,1.72,0.075,12.171,-0.026374168,0.454,0.227
2009,pfeiler,,2009-07-22,4a,1.282,15.538,14.455,3.906,1.36,11.76,0.092091837,9.883,9.353,0.53,0.026813721,,,,14.256,2.624,0.078,11.76,-0.017517007,0.53,0.265
2009,pfeiler,,2009-07-22,4b,1.285,15.672,14.88,3.486,1.392,12.578,0.062967085,9.712,9.375,0.337,0.017349671,,,,14.387,2.201,0.107,12.578,-0.039672444,0.337,0.1685
2009,pfeiler,,2009-07-22,5a,1.284,15.985,15.23,4.205,1.381,12.236,0.061703171,9.739,9.422,0.317,0.016274772,,,,14.701,2.921,0.097,12.236,-0.045194508,0.317,0.1585
2009,pfeiler,,2009-07-22,5b,1.27,14.891,14.243,3.715,1.305,11.746,0.055167717,9.953,9.672,0.281,0.014116347,,,,13.621,2.445,0.035,11.746,-0.051506896,0.281,0.1405
2009,pbm,,2009-07-28,1a,0.981,15.244,13.107,3.869,1,10.25,0.208487805,7.577,7.232,0.345,0.022766266,,,,14.263,2.888,0.019,10.25,0.107902439,0.345,0.1725
2009,pbm,,2009-07-28,1b,0.982,15.859,13.737,5.313,1.048,9.401,0.225720668,9.401,8.83,0.571,0.03036911,,,,14.877,4.331,0.066,9.401,0.114775024,0.571,0.2855
2009,pbm,,2009-07-28,2a,0.986,15.478,12.786,3.371,1.205,10.189,0.264206497,7.709,7.214,0.495,0.032105331,,,,14.492,2.385,0.219,10.189,0.166748454,0.495,0.2475
2009,pbm,,2009-07-28,2b,0.977,16.326,12.76,2.223,1.076,11.411,0.312505477,9.113,8.475,0.638,0.035004938,,,,15.349,1.246,0.099,11.411,0.227236877,0.638,0.319
2009,pbm,,2009-07-28,3a,0.922,16.416,14.477,3.079,1.014,12.351,0.156991337,9.008,8.757,0.251,0.01393206,,,,15.494,2.157,0.092,12.351,0.072382803,0.251,0.1255
2009,pbm,,2009-07-28,3b,0.984,16.283,14.235,3.34,1.009,11.864,0.172623061,9.319,9.021,0.298,0.01598884,,,,15.299,2.356,0.025,11.864,0.088840189,0.298,0.149
2009,pbm,,2009-07-28,4a,0.99,15.254,13.973,5.064,1.056,9.888,0.129550971,9.888,9.617,0.271,0.013703479,,,,14.264,4.074,0.066,9.888,0.023867314,0.271,0.1355
2009,pbm,,2009-07-28,4b,0.995,15.67,13.745,5.441,1.083,9.279,0.2074577,9.279,8.849,0.43,0.0231706,,,,14.675,4.446,0.088,9.279,0.092897942,0.43,0.215
2009,pbm,,2009-07-28,5a,1.206,15.093,14.144,2.814,1.235,12.492,0.07596862,9.761,9.491,0.27,0.01383055,,,,13.887,1.608,0.029,12.492,-0.019372398,0.27,0.135
2009,pbm,,2009-07-28,5b,0.986,15.717,14.319,2.877,1.037,12.347,0.113225885,8.701,8.467,0.234,0.01344673,,,,14.731,1.891,0.051,12.347,0.03579817,0.234,0.117
2010,almont,,2010-06-03,1a,1.304,17.162,17.005,1.416,1.325,16.854,0.010096463,9.596,9.33,0.266,0.016039556,,,,15.858,0.112,0.021,16.854,-0.066987065,0.266,0.133
2010,almont,,2010-06-03,1b,0.983,17.553,16.598,1.803,1.001,15.746,0.064688749,8.575,8.343,0.232,0.015279241,,,,16.57,0.82,0.018,15.746,-0.000889115,0.232,0.116
2010,almont,,2010-06-03,2a,0.979,16.852,15.876,2.891,1,13.911,0.075471698,8.864,8.544,0.32,0.020291693,,,,15.873,1.912,0.021,13.911,0.002084681,0.32,0.16
2010,almont,,2010-06-03,2b,1.274,17.284,16.204,2.221,1.302,15.209,0.077502691,9.09,8.82,0.27,0.017272262,,,,16.01,0.947,0.028,15.209,-0.011440594,0.27,0.135
2010,almont,,2010-06-03,3a,1.274,17.719,16.759,2.174,1.301,15.786,0.06615215,9.869,9.64,0.229,0.013321699,,,,16.445,0.9,0.027,15.786,-0.016977068,0.229,0.1145
2010,almont,,2010-06-03,3b,1.286,17.778,16.96,2.76,1.334,15.425,0.057854162,9.29,9.054,0.236,0.014742629,,,,16.492,1.474,0.048,15.425,-0.029497569,0.236,0.118
2010,almont,,2010-06-03,4a,1.291,18.656,17.325,2.287,1.312,16.288,0.088751084,9.146,8.957,0.189,0.012030554,,,,17.365,0.996,0.021,16.288,0.003683694,0.189,0.0945
2010,almont,,2010-06-03,4b,1.273,17.696,16.361,2.144,1.289,15.431,0.094292979,8.184,7.963,0.221,0.015989003,,,,16.423,0.871,0.016,15.431,0.006804484,0.221,0.1105
2010,almont,,2010-06-03,5a,0.976,17.958,16.983,1.238,1.005,16.672,0.062117737,8.223,8.078,0.145,0.01000414,,,,16.982,0.262,0.029,16.672,0.001139635,0.145,0.0725
2010,almont,,2010-06-03,5b,1.203,17.664,16.572,,,10.654,0.115543329,8.981,8.796,0.185,0.011892517,,,,16.461,,,10.654,,0.185,0.0925
2010,almont,,2010-06-03,6a,0.993,17.645,16.636,2.432,1.045,15.138,0.071332626,9.488,9.281,0.207,0.012183637,,,,16.652,1.439,0.052,15.138,0.001519355,0.207,0.1035
2010,almont,,2010-06-03,6b,1.281,18.056,16.779,1.406,1.315,16.542,0.083677347,7.5,7.381,0.119,0.009567455,,,,16.775,0.125,0.034,16.542,0.004473461,0.119,0.0595
2010,almont,,2010-06-03,7a,1.294,18.039,17.078,3.859,1.325,14.415,0.073241369,8.626,8.432,0.194,0.013229678,,,,16.745,2.565,0.031,14.415,-0.018453,0.194,0.097
2010,almont,,2010-06-03,7b,0.981,17.167,15.874,1.99,0.991,14.842,0.093283313,8.513,8.369,0.144,0.009559214,,,,16.186,1.009,0.01,14.842,0.021897318,0.144,0.072
2010,almont,,2010-06-03,8a,0.986,18.884,17.871,3.831,1.008,15.011,0.072228164,9.042,8.89,0.152,0.009433962,,,,17.898,2.845,0.022,15.011,0.001332356,0.152,0.076
2010,almont,,2010-06-03,8b,0.989,17.27,16.371,4.239,1.009,13.099,0.074236168,8.235,8.153,0.082,0.005658294,,,,16.281,3.25,0.02,13.099,-0.00671807,0.082,0.041
2010,almont,,2010-06-03,9a,1.286,18.335,17.382,2.961,1.326,15.66,0.066300264,9.044,8.793,0.251,0.01617685,,,,17.049,1.675,0.04,15.66,-0.020817369,0.251,0.1255
2010,almont,,2010-06-03,9b,1.3,17.903,17.114,3.495,1.327,14.792,0.058479099,8.462,8.25,0.212,0.014800335,,,,16.603,2.195,0.027,14.792,-0.027785289,0.212,0.106
2010,cbt,,2010-06-07,1a,1.27,18.254,18.159,5.55,1.307,13.707,0.007638498,7.285,6.818,0.467,0.038819618,,,,16.984,4.28,0.037,13.707,-0.075873641,0.467,0.2335
2010,cbt,,2010-06-07,1b,1.199,20.165,19.988,6.572,1.213,14.3,0.013510419,7.148,6.685,0.463,0.038914103,,,,18.966,5.373,0.014,14.3,-0.05041958,0.463,0.2315
2010,cbt,,2010-06-07,2a,1.272,16.897,15.84,3.773,1.419,13.083,0.089492846,7.246,6.553,0.693,0.058001339,,,,15.625,2.501,0.147,13.083,-0.008102117,0.693,0.3465
2010,cbt,,2010-06-07,2b,1.277,17.915,15.82,1.909,1.3,15.085,0.151723638,7.585,6.953,0.632,0.050095117,,,,16.638,0.632,0.023,15.085,0.059529334,0.632,0.316
2010,cbt,,2010-06-07,3a,1.273,17.329,14.562,2.361,1.366,13.302,0.230027434,7.081,6.174,0.907,0.078081956,,,,16.056,1.088,0.093,13.302,0.118252894,0.907,0.4535
2010,cbt,,2010-06-07,3b,1.292,18.179,13.024,2.069,1.415,12.068,0.478377877,7.006,6.211,0.795,0.069565978,,,,16.887,0.777,0.123,12.068,0.324743122,0.795,0.3975
2010,cbt,,2010-06-07,4a,1.293,18.695,17.805,5.838,1.368,13.139,0.075130846,7.651,6.981,0.67,0.052689525,,,,17.402,4.545,0.075,13.139,-0.027171018,0.67,0.335
2010,cbt,,2010-06-07,4b,1.279,18.645,17.768,7.449,1.302,11.551,0.085377726,6.803,6.316,0.487,0.044080377,,,,17.366,6.17,0.023,11.551,-0.032724439,0.487,0.2435
2010,cbt,,2010-06-07,5a,0.977,20.047,,4.318,1.021,10.965,0.668201842,7.005,6.307,0.698,0.057896483,,,,19.07,3.341,0.044,10.965,0.430460556,0.698,0.349
2010,cbt,,2010-06-07,5b,1.272,21.423,,3.644,1.324,10.951,0.962909391,7.143,6.31,0.833,0.070941918,,,,20.151,2.372,0.052,10.951,0.618756278,0.833,0.4165
2010,cbt,,2010-06-07,6a,1.709,17.998,15.143,3.903,1.722,,,7.288,6.756,0.532,0.047678795,,,,16.289,2.194,0.013,,,0.532,0.266
2010,cbt,,2010-06-07,6b,1.705,16.797,13.505,,1.757,9.527,0.420864229,7.218,6.643,0.575,0.052149465,,,,15.092,,0.052,9.527,,0.575,0.2875
2010,cbt,,2010-06-07,7a,1.704,17.714,14.231,3.028,1.722,12.854,0.312376682,7.554,6.984,0.57,0.048717949,,,,16.01,1.324,0.018,12.854,0.141123386,0.57,0.285
2010,cbt,,2010-06-07,7b,1.714,16.726,12.191,2.769,1.73,11.054,0.485546039,7.344,6.761,0.583,0.051776199,,,,15.012,1.055,0.016,11.054,0.261172426,0.583,0.2915
2010,cbt,,2010-06-07,8a,1.687,18.822,14.459,4.045,1.692,12.002,0.422976248,7.266,6.681,0.585,0.052428751,,,,17.135,2.358,0.005,12.002,0.230794868,0.585,0.2925
2010,cbt,,2010-06-07,8b,2.21,20.375,14.907,3.198,2.205,13.863,0.46923539,7.435,6.899,0.536,0.051291866,,,,18.165,0.988,-0.005,13.863,0.239414268,0.536,0.268
2010,cbt,,2010-06-07,9a,1.676,18.39,13.365,4.651,1.823,10.168,0.591733396,6.979,6.462,0.517,0.048745993,,,,16.714,2.975,0.147,10.168,0.336742722,0.517,0.2585
2010,cbt,,2010-06-07,9b,1.691,18.168,13.499,4.281,1.701,10.891,0.5075,7.582,7.009,0.573,0.048633509,,,,16.477,2.59,0.01,10.891,0.274171334,0.573,0.2865
2010,road,,###############################################################################################################################################################################################################################################################,1a,1.288,17.228,12.874,2.539,1.349,11.534,0.424946321,8.716,,8.716,0.586698977,,,,15.94,1.251,0.061,11.534,0.26825039,,
