year,site_clean,season,date,sample,tin_g,wet_g,dry_tot_g,rocks_g,bio_g,dry_soil_g,percent_moisture,pre_burn_g,post_burn_g,loc_g,percent_soc,notas,notas_1,dry_24_g,a,b,c_,d,moisture_percent_2022,loc_2022,soc_2022
2006,pfeiler,,2006-06-21,3b,1.694,12.658,11.924,3.448,,,0.108227661,8.881,8.437,0.444,3.088910533,,,8.476,10.964,1.754,,,,0.444,0.222
2006,pfeiler,,2006-06-21,4a,1.697,12.547,12.079,4.587,,,0.080759275,7.679,7.365,0.314,2.624540288,,,7.492,10.85,2.89,,,,0.314,0.157
2006,pfeiler,,2006-06-21,4b,1.697,12.488,12.071,3.626,,,0.061796088,9.645,9.31,0.335,2.107448415,,,8.445,10.791,1.929,,,,0.335,0.1675
2006,pfeiler,,2006-06-21,5a,1.707,12.267,11.959,3.785,,,0.047626411,9.605,9.251,0.354,2.24107369,,,8.174,10.56,2.078,,,,0.354,0.177
2006,pfeiler,,2006-06-21,5b,1.699,12.826,12.522,4.601,,,0.048858888,8.394,8.104,0.29,2.16579537,,,7.921,11.127,2.902,,,,0.29,0.145
2006,pfeiler,,2006-07-10,1a,1.692,21.049,17.036,3.242,,,0.292322261,9.59,9.197,0.393,2.487971638,,,15.42,19.357,1.55,,,,0.393,0.1965
2006,pfeiler,,2006-07-10,1b,1.688,17.099,13.824,3.272,,,0.313187339,9.672,9.233,0.439,2.749248497,,,12.145,15.411,1.584,,,,0.439,0.2195
2006,pfeiler,,2006-07-10,2a,1.682,19.293,15.45,3.507,,,0.326175522,9.178,8.743,0.435,2.901547492,,,13.464,17.611,1.825,,,,0.435,0.2175
2006,pfeiler,,2006-07-10,2b,1.698,18.243,,,,,1.686511972,9.971,9.55,0.421,2.544421612,data not saved by help,,12.515,16.545,,,,,0.421,0.2105
2006,pfeiler,,2006-07-10,2b-r,1.709,20.22,16.41,3.341,,,0.292761641,9.369,8.988,0.381,2.48694517,,,14.723,18.511,1.632,,,,0.381,0.1905
2006,pfeiler,,2006-07-10,3a,1.692,20.013,16.094,3.839,,,0.325417255,9.786,9.38,0.406,2.50803064,,,13.735,18.321,2.147,,,,0.406,0.203
2006,pfeiler,,2006-07-10,3b,1.696,20.805,16.254,3.998,,,0.37506181,9.55,9.01,0.54,3.437738732,,,13.83,19.109,2.302,,,,0.54,0.27
2006,pfeiler,,2006-07-10,4a,1.688,18.748,15.357,4.843,,,0.326654465,9.32,8.973,0.347,2.273322851,,,12.069,17.06,3.155,,,,0.347,0.1735
2006,pfeiler,,2006-07-10,4b,1.69,19.805,16.562,6.226,,,0.317598668,9.826,9.414,0.412,2.531956735,,,11.901,18.115,4.536,,,,0.412,0.206
2006,pfeiler,,2006-07-10,5a,1.695,19.97,16.452,,,,0.310393506,8.879,8.538,0.341,2.373329621,,,13.029,18.275,,,,,0.341,0.1705
2006,pfeiler,,2006-07-10,5b,1.682,20.897,17.45,4.412,,,0.267416602,9.753,9.448,0.305,1.889480857,,,14.572,19.215,2.73,,,,0.305,0.1525
2006,road,,2006-06-14,1a,1.699,12.618,12.112,3.675,,,0.075096468,9.002,8.573,0.429,2.937149117,,,8.437,10.919,1.976,,,,0.429,0.2145
2006,road,,2006-06-14,1b,1.703,12.862,12.489,5.053,,,0.065061922,8.105,7.832,0.273,2.132146204,,,7.436,11.159,3.35,,,,0.273,0.1365
2006,road,,2006-06-14,2a,,,,,,,,,,,,Measure Skipped (llc),,,,,,,,,
2006,road,,2006-06-14,2a-r,2.214,20.409,19.816,6.433,,,0.045029995,9.662,9.193,0.469,3.148496241,redone on 08/02/06 from soil in fridge,,15.383,18.195,4.219,,,,0.469,0.2345
2006,road,,2006-06-14,2b,1.692,12.836,12.123,4.05,,,0.111737972,8.047,7.704,0.343,2.69866247,,,8.073,11.144,2.358,,,,0.343,0.1715
2006,road,,2006-06-14,3a,1.699,12.539,11.812,3.965,,,0.118249837,9.056,8.648,0.408,2.772869376,,,7.847,10.84,2.266,,,,0.408,0.204
2006,road,,2006-06-14,3b,1.683,12.568,11.586,3.84,,,0.161966023,8.856,8.408,0.448,3.122821692,,,7.746,10.885,2.157,,,,0.448,0.224
2006,road,,2006-06-14,4a,1.698,12.274,11.264,5.955,,,0.279700914,6.844,6.339,0.505,4.906723669,,,5.309,10.576,4.257,,,,0.505,0.2525
2006,road,,2006-06-14,4b,1.737,12.822,12.097,4.86,,,0.131818182,10.121,8.408,1.713,10.2158874,,,7.237,11.085,3.123,,,,1.713,0.8565
2006,road,,2006-06-14,5a,1.736,12.713,10.247,4.072,,,0.555530525,7.474,6.814,0.66,5.751132799,,,6.175,10.977,2.336,,,,0.66,0.33
2006,road,,2006-06-14,5b,1.709,12.351,9.536,3.643,,,0.672801147,7.144,6.432,0.712,6.550137994,,,5.893,10.642,1.934,,,,0.712,0.356
2006,road,,2006-07-05,1a,1.698,16.499,14.402,4.493,,,0.216408669,7.537,7.182,0.355,3.039904093,,,11.388,14.801,2.795,,,,0.355,0.1775
2006,road,,2006-07-05,1b,1.698,16.366,14.18,3.864,,,0.213936191,8.75,8.335,0.415,2.94242768,,,11.916,14.668,2.166,,,,0.415,0.2075
2006,road,,2006-07-05,2a,1.708,16.787,14.267,3.679,,,0.240389202,8.775,8.314,0.461,3.261638602,,,12.191,15.079,1.971,,,,0.461,0.2305
2006,road,,2006-07-05,2b,1.704,18.652,15.886,4,,,0.237567637,9.527,8.992,0.535,3.419404321,,,13.347,16.948,2.296,,,,0.535,0.2675
2006,road,,2006-07-05,3a,1.699,19.7,16.972,2.575,,,0.191828985,9.921,9.451,0.47,2.858185356,,,15.92,18.001,0.876,,,,0.47,0.235
2006,road,,2006-07-05,3b,1.697,19.925,16.735,3.582,,,0.246085011,9.713,9.123,0.59,3.680139721,,,14.66,18.228,1.885,,,,0.59,0.295
2006,road,,2006-07-05,4a,1.679,19.707,16.532,5.474,,,0.292815641,8.874,8.179,0.695,4.829742877,,,12.522,18.028,3.795,,,,0.695,0.3475
2006,road,,2006-07-05,4b,1.685,23.572,19.624,5.703,,,0.292509447,8.482,7.913,0.569,4.185670149,,,15.182,21.887,4.018,,,,0.569,0.2845
2006,road,,2006-07-05,5a,1.689,20.675,15.816,2.145,,,0.361613455,9.079,8.225,0.854,5.778078484,,,15.126,18.986,0.456,,,,0.854,0.427
2006,road,,2006-07-05,5b,1.704,22.429,14.567,1.771,,,0.631638146,8.915,7.884,1.031,7.148800444,,,14.151,20.725,0.067,,,,1.031,0.5155
2007,almont,,2007-06-11,1a,1.702,22.787,21.544,7.151,1.756,16.279,,,,,,,,16.055,21.085,5.449,0.054,16.279,-0.042815898,,
2007,almont,,2007-06-11,1b,1.704,23.16,21.326,5.842,1.834,17.345,,,,,,,,17.086,21.456,4.138,0.13,17.345,-0.0090516,,
2007,almont,,2007-06-11,2a,1.685,27.042,25.849,7.027,1.839,20.605,,,,,,,,20.357,25.357,5.342,0.154,20.605,-0.036107741,,
2007,almont,,2007-06-11,2b,1.682,25.275,24.125,5.064,1.856,20.816,,,,,,,,20.618,23.593,3.382,0.174,20.816,-0.037423136,,
2007,almont,,2007-06-11,3a,1.691,21.356,20.155,4.066,1.741,17.931,,,,,,,,17.727,19.665,2.375,0.05,17.931,-0.038536613,,
2007,almont,,2007-06-11,3b,1.695,23.186,22.129,6.541,1.744,17.333,,,,,,,,17.173,21.491,4.846,0.049,17.333,-0.042520048,,
2007,almont,,2007-06-11,4a,1.696,22.549,21.217,7.957,1.774,15.045,,,,,,,,14.899,20.853,6.261,0.078,15.045,-0.035294118,,
2007,almont,,2007-06-11,4b,1.707,20.124,19.435,4.537,1.811,16.653,,,,,,,,16.502,18.417,2.83,0.104,16.653,-0.070257611,,
2007,almont,,2007-06-11,5a,1.706,23.215,21.963,10.137,1.779,13.676,,,,,,,,13.524,21.509,8.431,0.073,13.676,-0.049064054,,
2007,almont,,2007-06-11,5b,1.708,20.191,19.107,3.086,1.784,17.868,,,,,,,,17.673,18.483,1.378,0.076,17.868,-0.046955451,,
2007,cbt,,2007-06-14,1a,1.711,20.992,18.856,7.721,1.725,12.909,,,,,,,,,19.281,6.01,0.014,12.909,0.026957936,,
2007,cbt,,2007-06-14,1b,1.712,23.496,20.612,8.209,1.726,14.4,,,,,,,,,21.784,6.497,0.014,14.4,0.060625,,
2007,cbt,,2007-06-14,2a,1.705,23.858,20.964,9.878,1.789,12.96,,,,,,,,,22.153,8.173,0.084,12.96,0.072222222,,
2007,cbt,,2007-06-14,2b,1.703,22.816,20.244,8.09,1.74,13.99,,,,,,,,,21.113,6.387,0.037,13.99,0.04996426,,
2007,cbt,,2007-06-14,3a,1.702,24.465,19.168,1.739,1.723,19.159,,,,,,,,,22.763,0.037,0.021,19.159,0.185082729,,
2007,cbt,,2007-06-14,3b,1.71,23.08,17.771,1.811,1.814,17.78,,,,,,,,,21.37,0.101,0.104,17.78,0.190382452,,
2007,cbt,,2007-06-14,4a,1.701,24.289,15.028,3.893,1.72,12.976,,,,,,,,,22.588,2.192,0.019,12.976,0.570360666,,
2007,cbt,,2007-06-14,4b,1.697,20.633,12.734,2.45,1.717,12.022,,,,,,,,,18.936,0.753,0.02,12.022,0.510813509,,
2007,cbt,,2007-06-14,5a,1.685,22.022,18.847,7.855,1.759,12.803,,,,,,,,,20.337,6.17,0.074,12.803,0.100757635,,
2007,cbt,,2007-06-14,5b,1.705,22.83,19.893,8.66,1.787,13.01,,,,,,,,,21.125,6.955,0.082,13.01,0.082859339,,
2008,almont,,2008-06-11,1a,1.688,16.335,15.545,2.034,1.76,15.112,5.884982122,9.404,9.134,0.27,,,,,14.647,0.346,0.072,15.112,-0.058430386,0.27,0.135
2008,almont,,2008-06-11,1b,1.695,15.18,14.316,2.114,1.738,13.884,7.088358356,9.472,9.232,0.24,,,,,13.485,0.419,0.043,13.884,-0.062013829,0.24,0.12
2008,almont,,2008-06-11,2a,1.688,17.44,16.591,2.475,1.732,15.745,6.039695525,9.687,9.523,0.164,,,,,15.752,0.787,0.044,15.745,-0.052334074,0.164,0.082
2008,almont,,2008-06-11,2b,1.711,17.329,16.3,3.315,1.744,14.6,7.983551866,9.256,9.097,0.159,,,,,15.618,1.604,0.033,14.6,-0.04239726,0.159,0.0795
2008,almont,,2008-06-11,3a,1.701,18.136,16.871,1.882,1.731,16.664,8.454186995,8.956,8.802,0.154,,,,,16.435,0.181,0.03,16.664,-0.026404225,0.154,0.077
2008,almont,,2008-06-11,3b,1.704,19.399,18.046,2,1.764,17.622,8.499811534,9.678,9.488,0.19,,,,,17.695,0.296,0.06,17.622,-0.016059471,0.19,0.095
2008,almont,,2008-06-11,4a,1.68,19.295,18.551,6.352,1.722,13.654,6.213462502,9.032,8.89,0.142,,,,,17.615,4.672,0.042,13.654,-0.055148674,0.142,0.071
2008,almont,,2008-06-11,4b,1.698,18.984,17.858,3.621,1.74,13.671,9.404493444,9.316,9.159,0.157,,,,,17.286,1.923,0.042,13.671,0.120693439,0.157,0.0785
2008,almont,,2008-06-11,5a,1.68,17.794,17.244,2.187,1.739,16.64,3.676470588,9.335,9.216,0.119,,,,,16.114,0.507,0.059,16.64,-0.065625,0.119,0.0595
2008,almont,,2008-06-11,5b,1.695,16.543,15.733,1.92,1.726,15.376,5.920619838,9.642,9.458,0.184,,,,,14.848,0.225,0.031,15.376,-0.050988554,0.184,0.092
2008,almont,,2008-07-08,1a,1.683,12.568,11.906,1.959,1.73,11.59,6.682143939,11.59,11.288,0.302,,,,,10.885,0.276,0.047,11.59,-0.088697153,0.302,0.151
2008,almont,,2008-07-08,1b,1.702,14.51,13.62,1.91,1.739,13.04,7.849708943,13.04,12.691,0.349,,,,,12.808,0.208,0.037,13.04,-0.036579755,0.349,0.1745
2008,almont,,2008-07-08,2a,1.68,13.324,12.488,0,1.749,12.35,7.835051546,12.35,12.143,0.207,,,,,11.644,-1.68,0.069,12.35,0.073279352,0.207,0.1035
2008,almont,,2008-07-08,2b,1.701,14.58,15.196,2.445,1.747,13.097,-5.405405405,13.097,12.925,0.172,,,,,12.879,0.744,0.046,13.097,-0.07696419,0.172,0.086
2008,almont,,2008-07-08,3a,1.696,14.921,13.828,0,1.73,13.787,9.039781656,13.787,13.565,0.222,,,,,13.225,-1.696,0.034,13.787,0.079785305,0.222,0.111
2008,almont,,2008-07-08,3b,1.704,14.176,13.25,1.74,1.731,13.182,8.067607597,13.182,13.004,0.178,,,,,12.472,0.036,0.027,13.182,-0.05864057,0.178,0.089
2008,almont,,2008-07-08,4a,1.699,13.967,13.268,3.656,1.819,11.221,7.34089477,11.221,11.029,0.192,,,,,12.268,1.957,0.12,11.221,-0.091792175,0.192,0.096
2008,almont,,2008-07-08,4b,1.705,12.39,11.749,2.069,1.75,11.35,6.645930534,11.35,11.166,0.184,,,,,10.685,0.364,0.045,11.35,-0.094625551,0.184,0.092
2008,almont,,2008-07-08,5a,1.685,13.392,12.883,2.512,1.747,12.009,4.930259589,12.009,11.843,0.166,,,,,11.707,0.827,0.062,12.009,-0.099175618,0.166,0.083
2008,almont,,2008-07-08,5b,1.711,14.126,13.696,3.465,1.773,11.889,4.224798585,11.889,11.757,0.132,,,,,12.415,1.754,0.062,11.889,-0.108503659,0.132,0.066
2008,cbt,,2008-06-16,1a,1.685,16.955,15.122,3.111,1.693,13.661,15.30561122,9.39,8.865,0.525,,,,,15.27,1.426,0.008,13.661,0.01281019,0.525,0.2625
2008,cbt,,2008-06-16,1b,1.7,11.736,11.196,4.79,1.763,8.065,8.483896308,8.07,7.64,0.43,,,,,10.036,3.09,0.063,8.065,-0.146559206,0.43,0.215
2008,cbt,,2008-06-16,2a,1.686,15.2,14.472,4.702,1.71,11.42,7.478939799,9.676,9.204,0.472,,,,,13.514,3.016,0.024,11.42,-0.082837128,0.472,0.236
2008,cbt,,2008-06-16,2b,1.704,15.172,14.263,6.214,1.789,9.566,11.56194353,9.57,9.026,0.544,,,,,13.468,4.51,0.085,9.566,-0.072444073,0.544,0.272
2008,cbt,,2008-06-16,3a,1.695,15.716,12.454,3.584,1.752,10.517,36.97574246,9.306,8.746,0.56,,,,,14.021,1.889,0.057,10.517,0.148141105,0.56,0.28
2008,cbt,,2008-06-16,3b,1.687,13.546,9.848,3.136,1.755,8.327,55.69277108,8.33,7.702,0.628,,,,,11.859,1.449,0.068,8.327,0.241983908,0.628,0.314
2008,cbt,,2008-06-16,4a,1.688,15.092,12.97,3.935,1.725,10.707,23.52810733,9.836,9.431,0.405,,,,,13.404,2.247,0.037,10.707,0.038572896,0.405,0.2025
2008,cbt,,2008-06-16,4b,1.695,17.587,14.543,2.803,1.727,13.398,26.01042468,9.874,9.321,0.553,,,,,15.892,1.108,0.032,13.398,0.10105986,0.553,0.2765
2008,cbt,,2008-06-16,5a,1.681,12.806,10.947,2.881,1.722,9.648,23.33375173,9.65,9.152,0.498,,,,,11.125,1.2,0.041,9.648,0.024461028,0.498,0.249
2008,cbt,,2008-06-16,5b,1.711,15.849,14.34,3.575,1.76,12.394,14.12524572,9.931,9.443,0.488,,,,,14.138,1.864,0.049,12.394,-0.01363563,0.488,0.244
2008,road,,2008-06-24,1ac,1.708,16.964,16.301,3.81,1.785,14.022,5.384115641,9.812,9.335,0.477,,,,,15.256,2.102,0.077,14.022,-0.067394095,0.477,0.2385
2008,road,,2008-06-24,1bc,1.703,19.509,18.923,6.708,1.765,13.822,4.835382457,9.45,9.32,0.13,,,,,17.806,5.005,0.062,13.822,-0.07835335,0.13,0.065
2008,road,,2008-06-24,1aw,1.693,17.914,17.348,5.428,1.743,13.543,4.776371308,10.052,9.598,0.454,,,,,16.221,3.735,0.05,13.543,-0.081739644,0.454,0.227
2008,road,,2008-06-24,1bw,1.693,18.363,17.894,17.396,1.737,12.085,4.51308699,9.156,9.074,0.082,,,,,16.67,15.703,0.044,12.085,-0.923624328,0.082,0.041
2008,road,,2008-06-24,2ac,1.685,19.221,18.498,5.267,1.733,14.496,5.643587542,9.726,9.317,0.409,,,,,17.536,3.582,0.048,14.496,-0.040700883,0.409,0.2045
2008,road,,2008-06-24,2bc,1.692,15.474,14.879,3.17,1.731,13.385,5.088514496,9.894,9.437,0.457,,,,,13.782,1.478,0.039,13.385,-0.083675756,0.457,0.2285
2008,road,,2008-06-24,2aw,1.692,16.237,15.606,5.071,1.765,12.015,6.112564177,9.865,9.495,0.37,,,,,14.545,3.379,0.073,12.015,-0.076737412,0.37,0.185
2008,road,,2008-06-24,2bw,1.7,17.809,17.376,3.923,1.743,15.861,3.057693666,9.481,8.896,0.585,,,,,16.109,2.223,0.043,15.861,-0.127230313,0.585,0.2925
2008,road,,2008-06-24,3ac,1.697,15.693,14.524,3.505,1.837,12.554,10.76724694,9.292,8.769,0.523,,,,,13.996,1.808,0.14,12.554,-0.040305879,0.523,0.2615
2008,road,,2008-06-24,3bc,1.698,16.623,15.913,13.816,1.825,13.565,5.982978006,9.802,9.411,0.391,,,,,14.925,12.118,0.127,13.565,-0.802432731,0.391,0.1955
2008,road,,2008-06-24,3aw,1.713,17.153,15.699,4.149,1.834,13.037,12.83998587,10.046,9.55,0.496,,,,,15.44,2.436,0.121,13.037,-0.011812534,0.496,0.248
2008,road,,2008-06-24,3bw,1.691,15.133,14.446,4.253,1.784,11.812,6.787866812,9.486,9.012,0.474,,,,,13.442,2.562,0.093,11.812,-0.08677616,0.474,0.237
2008,road,,2008-06-24,4ac,1.71,16.373,16.064,5.913,1.758,11.808,3.060011884,9.204,8.666,0.538,,,,,14.663,4.203,0.048,11.808,-0.118224932,0.538,0.269
2008,road,,2008-06-24,4bc,1.71,18.413,17.517,4.295,1.824,14.716,6.889128095,9.655,9.05,0.605,,,,,16.703,2.585,0.114,14.716,-0.048382713,0.605,0.3025
2008,road,,2008-06-24,4aw,1.694,14.73,14.197,4.481,1.74,11.327,5.533063428,9.29,8.87,0.42,,,,,13.036,2.787,0.046,11.327,-0.099231924,0.42,0.21
2008,road,,2008-06-24,4bw,1.684,16.86,15.996,4.374,1.724,13.193,7.507168303,9.658,9.233,0.425,,,,,15.176,2.69,0.04,13.193,-0.056620935,0.425,0.2125
2008,road,,2008-06-24,5ac,1.688,14.979,14.232,4.29,1.727,11.573,7.556904401,10.041,9.418,0.623,,,,,13.291,2.602,0.039,11.573,-0.079754601,0.623,0.3115
2008,road,,2008-06-24,5bc,1.7,16.015,15.445,4.527,1.773,12.475,5.290023202,9.74,9.255,0.485,,,,,14.315,2.827,0.073,12.475,-0.08496994,0.485,0.2425
2008,road,,2008-06-24,5aw,1.709,16.778,15.941,4.804,1.774,12.719,7.602179837,9.788,9.259,0.529,,,,,15.069,3.095,0.065,12.719,-0.063684252,0.529,0.2645
2008,road,,2008-06-24,5bw,1.706,17.025,16.261,6.77,1.769,11.043,8.182499732,9.117,8.637,0.48,,,,,15.319,5.064,0.063,11.043,-0.077062392,0.48,0.24
2008,pfeiler,,2008-06-30,1ac,1.907,12.033,10.838,3.134,1.737,9.322,16.11598112,9.322,8.944,0.378,,,,,10.126,1.227,-0.17,9.322,-0.027140099,0.378,0.189
2008,pfeiler,,2008-06-30,1bc,1.897,12.492,11.458,3.437,1.736,9.7,13.2513136,9.7,9.326,0.374,,,,,10.595,1.54,-0.161,9.7,-0.049896907,0.374,0.187
2008,pfeiler,,2008-06-30,1aw,1.71,12.787,11.777,4.054,1.98,9.146,13.58257127,9.146,8.805,0.341,,,,,11.077,2.344,0.27,9.146,-0.074677455,0.341,0.1705
2008,pfeiler,,2008-06-30,1bw,1.711,12.258,11.387,4.014,1.799,8.965,12.00716846,8.965,8.539,0.426,,,,,10.547,2.303,0.088,8.965,-0.090239822,0.426,0.213
2008,pfeiler,,2008-06-30,2ac,1.705,12.07,11.522,3.841,1.733,9.33,7.186885246,9.33,8.97,0.36,,,,,10.365,2.136,0.028,9.33,-0.121007503,0.36,0.18
2008,pfeiler,,2008-06-30,2bc,1.714,12.331,11.565,3.973,1.805,9.188,10.24886272,9.188,8.713,0.475,,,,,10.617,2.259,0.091,9.188,-0.100239443,0.475,0.2375
2008,pfeiler,,2008-06-30,2aw,1.743,12.887,11.675,2.831,2.352,9.848,14.95373226,9.848,9.442,0.406,,,,,11.144,1.088,0.609,9.848,-0.040718928,0.406,0.203
2008,pfeiler,,2008-06-30,2bw,1.73,11.765,10.857,2.696,1.745,9.817,11.22789662,9.817,9.395,0.422,,,,,10.035,0.966,0.015,9.817,-0.077722318,0.422,0.211
2008,pfeiler,,2008-06-30,3ac,1.713,12.107,11.615,3.684,2.067,9.291,6.492478226,9.291,8.972,0.319,,,,,10.394,1.971,0.354,9.291,-0.131525132,0.319,0.1595
2008,pfeiler,,2008-06-30,3bc,1.725,13.011,12.154,3.37,1.811,10.372,9.910951775,10.372,9.973,0.399,,,,,11.286,1.645,0.086,10.372,-0.078769765,0.399,0.1995
2008,pfeiler,,2008-06-30,3aw,1.755,12.068,11.473,3.875,1.759,9.204,7.987649349,9.204,8.847,0.357,,,,,10.313,2.12,0.004,9.204,-0.11027814,0.357,0.1785
2008,pfeiler,,2008-06-30,3bw,1.696,12.586,12.003,4.518,1.765,9.107,7.866684658,9.107,8.805,0.302,,,,,10.89,2.822,0.069,9.107,-0.121664654,0.302,0.151
2008,pfeiler,,2008-06-30,4ac,1.55,12.773,12.013,3.627,1.721,10.01,8.983451537,10.01,9.746,0.264,,,,,11.223,2.077,0.171,10.01,-0.103396603,0.264,0.132
2008,pfeiler,,2008-06-30,4bc,1.728,11.698,11.008,3.181,1.817,9.42,8.970358814,9.42,9.111,0.309,,,,,9.97,1.453,0.089,9.42,-0.105307856,0.309,0.1545
2008,pfeiler,,2008-06-30,4aw,1.689,12.682,11.889,3.609,1.759,9.878,9.683722066,9.878,9.548,0.33,,,,,10.993,1.92,0.07,9.878,-0.088580684,0.33,0.165
2008,pfeiler,,2008-06-30,4bw,1.768,11.754,11.234,3.971,1.745,8.905,7.285974499,8.905,8.652,0.253,,,,,9.986,2.203,-0.023,8.905,-0.123413812,0.253,0.1265
2008,pfeiler,,2008-06-30,5ac,1.688,12.463,11.97,4.881,1.742,8.7,7.030804335,8.7,8.465,0.235,,,,,10.775,3.193,0.054,8.7,-0.134712644,0.235,0.1175
2008,pfeiler,,2008-06-30,5bc,1.689,12.787,12.355,4.77,1.747,9.157,5.784681307,9.157,8.886,0.271,,,,,11.098,3.081,0.058,9.157,-0.130828874,0.271,0.1355
2008,pfeiler,,2008-06-30,5aw,1.691,11.506,10.962,3.08,1.801,9.479,6.98510529,9.479,9.22,0.259,,,,,9.815,1.389,0.11,9.479,-0.122692267,0.259,0.1295
2008,pfeiler,,2008-06-30,5bw,1.706,11.881,11.228,4.171,1.759,8.668,9.379488653,8.668,8.464,0.204,,,,,10.175,2.465,0.053,8.668,-0.116635902,0.204,0.102
2008,pfeiler,,2008-07-16,1a,1.292,13.852,12.94,3.123,1.345,11.09,9.374036386,8.629,8.262,0.367,,,,11.021,12.56,1.831,0.053,11.09,-0.037330929,0.367,0.1835
2008,pfeiler,,2008-07-16,1b,1.29,13.777,13.122,2.818,1.345,11.582,6.408374914,8.059,7.742,0.317,,,,11.511,12.487,1.528,0.055,11.582,-0.058539112,0.317,0.1585
2008,pfeiler,,2008-07-16,1aw,1.3,13.997,13.013,3.033,1.369,11.227,9.9847793,8.538,8.203,0.335,,,,11.155,12.697,1.733,0.069,11.227,-0.029571569,0.335,0.1675
2008,pfeiler,,2008-07-16,1bw,1.292,11.224,10.101,3.08,1.353,8.291,16.17689427,8.234,7.738,0.496,,,,8.234,9.932,1.788,0.061,8.291,-0.025087444,0.496,0.248
2008,pfeiler,,2008-07-16,2a,1.273,15.788,14.959,3.616,1.484,12.485,7.452355268,8.888,8.419,0.469,,,,12.397,14.515,2.343,0.211,12.485,-0.041970364,0.469,0.2345
2008,pfeiler,,2008-07-16,2b,1.297,13.328,12.668,2.988,1.41,10.9,6.929861403,8.938,8.468,0.47,,,,10.821,12.031,1.691,0.113,10.9,-0.061743119,0.47,0.235
2008,pfeiler,,2008-07-16,2aw,1.289,12.421,11.574,2.72,1.365,10.108,9.666742753,8.194,7.813,0.381,,,,10.051,11.132,1.431,0.076,10.108,-0.047783934,0.381,0.1905
2008,pfeiler,,2008-07-16,2bw,1.279,12.146,11.396,2.982,1.372,9.639,9.036144578,9.579,9.065,0.514,,,,9.579,10.867,1.703,0.093,9.639,-0.058927275,0.514,0.257
2008,pfeiler,,2008-07-16,3a,1.301,14.192,13.422,3.763,1.702,10.585,8.354128241,8.099,7.744,0.355,,,,10.518,12.891,2.462,0.401,10.585,-0.052621634,0.355,0.1775
2008,pfeiler,,2008-07-16,3b,1.283,13.157,12.602,3.399,1.468,10.351,6.147540984,7.912,7.611,0.301,,,,10.311,11.874,2.116,0.185,10.351,-0.07516182,0.301,0.1505
2008,pfeiler,,2008-07-16,3aw,1.292,16.937,15.935,5.248,1.446,11.875,9.518381305,9.756,9.401,0.355,,,,11.819,15.645,3.956,0.154,11.875,-0.028631579,0.355,0.1775
2008,pfeiler,,2008-07-16,3bw,1.296,15.132,14.058,4.344,1.469,11.34,10.74859888,9.356,8.995,0.361,,,,11.288,13.836,3.048,0.173,11.34,-0.063932981,0.361,0.1805
2008,pfeiler,,2008-07-16,4a,1.301,17.822,17.068,3.342,1.379,14.965,5.541672791,8.598,8.358,0.24,,,,14.907,16.521,2.041,0.078,14.965,-0.037621116,0.24,0.12
2008,pfeiler,,2008-07-16,4b,1.287,14.554,14.061,4.135,1.33,11.213,4.987859166,8.852,8.564,0.288,,,,11.171,13.267,2.848,0.043,11.213,-0.074645501,0.288,0.144
2008,pfeiler,,2008-07-16,4aw,1.295,13.245,12.782,4.058,1.416,9.912,5.400046653,9.869,9.572,0.297,,,,9.869,11.95,2.763,0.121,9.912,-0.08535109,0.297,0.1485
2008,pfeiler,,2008-07-16,4bw,1.287,16.642,15.969,6.271,1.362,10.954,7.008226596,8.991,8.69,0.301,,,,10.89,15.355,4.984,0.075,10.954,-0.060069381,0.301,0.1505
2008,pfeiler,,2008-07-16,5a,1.297,13.703,13.241,3.837,1.361,10.664,4.953361209,7.728,7.495,0.233,,,,10.624,12.406,2.54,0.064,10.664,-0.080832708,0.233,0.1165
2008,pfeiler,,2008-07-16,5b,1.299,13.535,12.932,4.512,1.47,9.591,7.307319438,9.551,9.246,0.305,,,,9.551,12.236,3.213,0.171,9.591,-0.077051402,0.305,0.1525
2008,pfeiler,,2008-07-16,5aw,1.286,16.192,15.59,5.3,1.403,11.478,5.942157734,8.368,8.111,0.257,,,,11.417,14.906,4.014,0.117,11.478,-0.061247604,0.257,0.1285
2008,pfeiler,,2008-07-16,5bw,1.283,15.089,14.647,5.395,1.365,10.475,4.833242209,8.949,8.708,0.241,,,,10.428,13.806,4.112,0.082,10.475,-0.082386635,0.241,0.1205
2008,pbm,,2008-07-18,1a,1.29,13.467,12.375,4.728,1.332,8.942,14.3892476,8.879,8.454,0.425,,,,8.879,12.177,3.438,0.042,8.942,-0.027398792,0.425,0.2125
2008,pbm,,2008-07-18,1b,1.292,10.361,9.323,2.772,1.429,7.752,16.20861961,7.696,7.08,0.616,,,,7.696,9.069,1.48,0.137,7.752,-0.03869969,0.616,0.308
2008,pbm,,2008-07-18,1aw,1.293,11.488,10.322,3.246,1.361,,16.60259149,8.316,7.863,0.453,,,,8.316,10.195,1.953,0.068,,,0.453,0.2265
2008,pbm,,2008-07-18,1bw,1.288,12.45,11.29,4.054,1.441,8.429,16.34493448,8.385,7.921,0.464,,,,8.385,11.162,2.766,0.153,8.429,-0.022066675,0.464,0.232
2008,pbm,,2008-07-18,2a,1.281,13.635,12.602,2.606,1.374,11.244,10.42907622,11.186,10.843,0.343,,,,11.186,12.354,1.325,0.093,11.244,-0.027392387,0.343,0.1715
