year,site,date,plot,h1_cm,h2_cm,h3_cm,h4_cm,center_cm,mean,season,notas
2018,EAST RIVER/PUMP HOUSE,2018-06-01,A2 UP,,,,,,21,,
2018,EAST RIVER/PUMP HOUSE,2018-06-01,A2 DOWN,,,,,,32,,
2018,EAST RIVER/PUMP HOUSE,2018-06-01,B1 UP,,,,,,26,,
2018,EAST RIVER/PUMP HOUSE,2018-06-01,B1 DOWN,,,,,,39.2,,
2018,EAST RIVER/PUMP HOUSE,2018-06-01,B2 UP,,,,,,27,,
2018,EAST RIVER/PUMP HOUSE,2018-06-01,B2 DOWN,,,,,,20.8,,
2018,EAST RIVER/PUMP HOUSE,2018-06-01,C1 UP,,,,,,37.6,,
2018,EAST RIVER/PUMP HOUSE,2018-06-01,C1 DOWN,,,,,,36.6,,
2018,EAST RIVER/PUMP HOUSE,2018-06-01,C2 UP,,,,,,32.4,,
2018,EAST RIVER/PUMP HOUSE,2018-06-01,C2 DOWN,,,,,,35.8,,
2018,UPPER MONTANE,2018-06-05,A1 UP,,,,,,24.8,,
2018,UPPER MONTANE,2018-06-05,A1 DOWN,,,,,,27.6,,
2018,UPPER MONTANE,2018-06-05,A2 UP,,,,,,26.8,,
2018,UPPER MONTANE,2018-06-05,A2 DOWN,,,,,,34.2,,
2018,UPPER MONTANE,2018-06-05,B1 UP,,,,,,34.8,,
2018,UPPER MONTANE,2018-06-05,B1 DOWN,,,,,,22,,
2018,UPPER MONTANE,2018-06-05,B2 UP,,,,,,22.6,,
2018,UPPER MONTANE,2018-06-05,B2 DOWN,,,,,,28.8,,
2018,UPPER MONTANE,2018-06-05,C1 UP,,,,,,23.6,,
2018,UPPER MONTANE,2018-06-05,C1 DOWN,,,,,,43,,
2018,UPPER MONTANE,2018-06-05,C2 UP,,,,,,32,,
2018,UPPER MONTANE,2018-06-05,C2 DOWN,,,,,,26.2,,
2018,PFEILER,2018-06-07,1,,,,,,14.2,,
2018,PFEILER,2018-06-07,2,,,,,,42,,
2018,PFEILER,2018-06-07,3,,,,,,40.8,,
2018,PFEILER,2018-06-07,4,,,,,,27.2,,
2018,PFEILER,2018-06-07,5,,,,,,21,,
2018,ROAD,2018-06-08,1,,,,,,21,,
2018,ROAD,2018-06-08,2,,,,,,30.4,,
2018,ROAD,2018-06-08,3,,,,,,42.8,,
2018,ROAD,2018-06-08,4,,,,,,38.6,,
2018,ROAD,2018-06-08,5,,,,,,64.2,,
2018,CBT,2018-06-08,1,,,,,,17.4,,
2018,CBT,2018-06-08,2,,,,,,17.8,,
2018,CBT,2018-06-08,3,,,,,,13,,
2018,CBT,2018-06-08,4,,,,,,15.6,,
2018,CBT,2018-06-08,5,,,,,,12.2,,
2018,PBM,2018-06-12,1,,,,,,37.6,,
2018,PBM,2018-06-12,2,,,,,,41.6,,
2018,PBM,2018-06-12,3,,,,,,41.8,,
2018,PBM,2018-06-12,4,,,,,,21.8,,
2018,PBM,2018-06-12,5,,,,,,14,,
2018,LOWER SUBALPINE,2018-06-13,A1 DOWN,,,,,,25.4,,
2018,LOWER SUBALPINE,2018-06-13,A1 UP,,,,,,32.4,,
2018,LOWER SUBALPINE,2018-06-13,A2 UP,,,,,,33.6,,
2018,LOWER SUBALPINE,2018-06-13,A2 DOWN,,,,,,31.6,,
2018,LOWER SUBALPINE,2018-06-13,B1 UP,,,,,,29.6,,
2018,LOWER SUBALPINE,2018-06-13,B1 DOWN,,,,,,39.4,,
2018,LOWER SUBALPINE,2018-06-13,B2 UP,,,,,,22.6,,
2018,LOWER SUBALPINE,2018-06-13,B2 DOWN,,,,,,40.8,,
2018,LOWER SUBALPINE,2018-06-13,C1 UP,,,,,,25.6,,
2018,LOWER SUBALPINE,2018-06-13,C1 DOWN,,,,,,27.4,,
2018,LOWER SUBALPINE,2018-06-13,C2 UP,,,,,,45,,
2018,LOWER SUBALPINE,2018-06-13,C2 DOWN,,,,,,46.6,,
2018,CBT,2018-06-19,1,,,,,,36.4,,
2018,CBT,2018-06-19,2,,,,,,33.2,,
2018,CBT,2018-06-19,3,,,,,,14.8,,
2018,CBT,2018-06-19,4,,,,,,20.2,,
2018,CBT,2018-06-19,5,,,,,,23.8,,
2018,ROAD,2018-06-20,1,,,,,,28.4,,
2018,ROAD,2018-06-20,2,,,,,,32,,
2018,ROAD,2018-06-20,3,,,,,,51,,
2018,ROAD,2018-06-20,4,,,,,,52.2,,
2018,ROAD,2018-06-20,5,,,,,,98.8,,
2018,UPPER MONTANE,2018-06-27,A1 UP,,,,,,40.2,,
2018,UPPER MONTANE,2018-06-27,A1 DOWN,,,,,,47.4,,
2018,UPPER MONTANE,2018-06-27,A2 UP,,,,,,43.8,,
2018,UPPER MONTANE,2018-06-27,A2 DOWN,,,,,,38.6,,
2018,UPPER MONTANE,2018-06-27,B1 UP,,,,,,52,,
2018,UPPER MONTANE,2018-06-27,B1 DOWN,,,,,,47,,
2018,UPPER MONTANE,2018-06-27,B2 UP,,,,,,30,,
2018,UPPER MONTANE,2018-06-27,B2 DOWN,,,,,,37.4,,
2018,UPPER MONTANE,2018-06-27,C1 UP,,,,,,34.6,,
2018,UPPER MONTANE,2018-06-27,C1 DOWN,,,,,,43.8,,
2018,UPPER MONTANE,2018-06-27,C2 UP,,,,,,44.4,,
2018,UPPER MONTANE,2018-06-27,C2 DOWN,,,,,,44,,
2018,CBT,2018-06-25,1,,,,,,34.2,,
2018,CBT,2018-06-25,2,,,,,,22,,
2018,CBT,2018-06-25,3,,,,,,18.2,,
2018,CBT,2018-06-25,4,,,,,,20.8,,
2018,CBT,2018-06-25,5,,,,,,20,,
2018,ROAD,2018-06-25,1,,,,,,29.8,,
2018,ROAD,2018-06-25,2,,,,,,34.8,,
2018,ROAD,2018-06-25,3,,,,,,57,,
2018,ROAD,2018-06-25,4,,,,,,45.6,,
2018,ROAD,2018-06-25,5,,,,,,91.6,,
2018,PFEILER,2018-06-25,1,,,,,,39.6,,
2018,PFEILER,2018-06-25,2,,,,,,69.2,,
2018,PFEILER,2018-06-25,3,,,,,,57.6,,
2018,PFEILER,2018-06-25,4,,,,,,,,
2018,PFEILER,2018-06-25,5,,,,,,56.8,,
2018,UPPER MONTANE,2018-06-27,C1 DOWN,,,,,,42.8,,
2018,LOWER MONTANE,2018-06-29,A1 UP,,,,,,40.8,,
2018,LOWER MONTANE,2018-06-29,A1 DOWN,,,,,,32,,
2018,LOWER MONTANE,2018-06-29,A2 UP,,,,,,25.8,,
2018,LOWER MONTANE,2018-06-29,A2 DOWN,,,,,,43.4,,
2018,LOWER MONTANE,2018-06-29,B1 UP,,,,,,35.2,,
2018,LOWER MONTANE,2018-06-29,B1 DOWN,,,,,,53.4,,
2018,LOWER MONTANE,2018-06-29,B2 UP,,,,,,52,,
2018,LOWER MONTANE,2018-06-29,B2 DOWN,,,,,,49.2,,
2018,LOWER MONTANE,2018-06-29,C1 UP,,,,,,59.2,,
2018,LOWER MONTANE,2018-06-29,C1 DOWN,,,,,,53.2,,
2018,LOWER MONTANE,2018-06-29,C2 UP,,,,,,40.8,,
2018,LOWER MONTANE,2018-06-29,C2 DOWN,,,,,,41.8,,
2018,UPPER MONTANE,2018-07-03,A1 UP,,,,,,39.6,,
2018,UPPER MONTANE,2018-07-03,A1 DOWN,,,,,,42.6,,
2018,UPPER MONTANE,2018-07-03,A2 UP,,,,,,41.8,,
2018,UPPER MONTANE,2018-07-03,A2 DOWN,,,,,,41.6,,
2018,UPPER MONTANE,2018-07-03,B1 UP,,,,,,46.8,,
2018,UPPER MONTANE,2018-07-03,B1 DOWN,,,,,,34.8,,
2018,UPPER MONTANE,2018-07-03,B2 UP,,,,,,28.6,,
2018,UPPER MONTANE,2018-07-03,B2 DOWN,,,,,,38.4,,
2018,UPPER MONTANE,2018-07-03,C1 UP,,,,,,31.2,,
2018,UPPER MONTANE,2018-07-03,C1 DOWN,,,,,,48.8,,
2018,UPPER MONTANE,2018-07-03,C2 UP,,,,,,48,,
2018,UPPER MONTANE,2018-07-03,C2 DOWN,,,,,,41.8,,
2018,LOWER SUBALPINE,2018-07-03,A1 UP,,,,,,67.6,,
2018,LOWER SUBALPINE,2018-07-03,A1 DOWN,,,,,,46,,
2018,LOWER SUBALPINE,2018-07-03,A2 UP,,,,,,51.8,,
2018,LOWER SUBALPINE,2018-07-03,A2 DOWN,,,,,,44,,
2018,LOWER SUBALPINE,2018-07-03,B1 UP,,,,,,43.2,,
2018,LOWER SUBALPINE,2018-07-03,B1 DOWN,,,,,,51.2,,
2018,LOWER SUBALPINE,2018-07-03,B2 UP,,,,,,37.2,,
2018,LOWER SUBALPINE,2018-07-03,B2 DOWN,,,,,,48.4,,
2018,LOWER SUBALPINE,2018-07-03,C1 UP,,,,,,47.2,,
2018,LOWER SUBALPINE,2018-07-03,C1 DOWN,,,,,,51.2,,
2018,LOWER SUBALPINE,2018-07-03,C2 UP,,,,,,41.8,,
2018,LOWER SUBALPINE,2018-07-03,C2 DOWN,,,,,,72.4,,
2018,CINNAMON,2018-07-19,1,,,,,,44.6,,
2018,CINNAMON,2018-07-19,2,,,,,,32.6,,
2018,CINNAMON,2018-07-19,3,,,,,,29,,
2018,CINNAMON,2018-07-19,4,,,,,,31.4,,
2018,CINNAMON,2018-07-19,5,,,,,,29,,
2018,UPPER SUBALPINE,2018-07-20,A1 UP,,,,,,50,,
2018,UPPER SUBALPINE,2018-07-20,A1 DOWN,,,,,,50.8,,
2018,UPPER SUBALPINE,2018-07-20,A2 UP,,,,,,28.4,,
2018,UPPER SUBALPINE,2018-07-20,A2 DOWN,,,,,,32.4,,
2018,UPPER SUBALPINE,2018-07-20,B1 UP,,,,,,39,,
2018,UPPER SUBALPINE,2018-07-20,B1 DOWN,,,,,,42.6,,
2018,UPPER SUBALPINE,2018-07-20,B2 UP,,,,,,51.4,,
2018,UPPER SUBALPINE,2018-07-20,B2 DOWN,,,,,,50.8,,
2018,UPPER SUBALPINE,2018-07-20,C1 UP,,,,,,37.4,,
2018,UPPER SUBALPINE,2018-07-20,C1 DOWN,,,,,,28.4,,
2018,UPPER SUBALPINE,2018-07-20,C2 UP,,,,,,59.8,,
2018,UPPER SUBALPINE,2018-07-20,C2 DOWN,,,,,,54.4,,
2019,ALMONT,2019-06-11,1,,,,,,35.2,Early,
2019,ALMONT,2019-06-11,2,,,,,,36.8,Early,
2019,ALMONT,2019-06-11,3,,,,,,12.2,Early,
2019,ALMONT,2019-06-11,4,,,,,,20.8,Early,
2019,ALMONT,2019-06-11,5,,,,,,23.6,Early,
2019,CBT,2019-06-11,1,,,,,,29.2,Early,
2019,CBT,2019-06-11,2,,,,,,25.8,Early,
2019,CBT,2019-06-11,3,,,,,,15.4,Early,
2019,CBT,2019-06-11,4,,,,,,17.2,Early,
2019,CBT,2019-06-11,5,,,,,,12.2,Early,
2019,ROAD,2019-06-11,1,,,,,,18.4,Early,
2019,ROAD,2019-06-11,2,,,,,,20.8,Early,
2019,ROAD,2019-06-11,3,,,,,,17.6,Early,
2019,ROAD,2019-06-11,4,,,,,,23.6,Early,
2019,ROAD,2019-06-11,5,,,,,,17.4,Early,
2019,ALMONT,2019-06-27,1,,,,,,33.4,Peak,
2019,ALMONT,2019-06-27,2,,,,,,36.6,Peak,
2019,ALMONT,2019-06-27,3,,,,,,22.8,Peak,
2019,ALMONT,2019-06-27,4,,,,,,31.4,Peak,
2019,ALMONT,2019-06-27,5,,,,,,32.4,Peak,
2019,PFEILER,2019-07-04,1,,,,,,42.6,Early,
2019,PFEILER,2019-07-04,2,,,,,,53.2,Early,
2019,PFEILER,2019-07-04,3,,,,,,42.2,Early,
2019,PFEILER,2019-07-04,4,,,,,,24.8,Early,
2019,PFEILER,2019-07-04,5,,,,,,29,Early,
2019,CBT,2019-07-05,1,,,,,,64.6,Peak,
2019,CBT,2019-07-05,2,,,,,,67,Peak,
2019,CBT,2019-07-05,3,,,,,,27.2,Peak,
2019,CBT,2019-07-05,4,,,,,,27.8,Peak,
2019,CBT,2019-07-05,5,,,,,,31.4,Peak,
2019,ROAD,2019-07-05,1,,,,,,40.8,Peak,
2019,ROAD,2019-07-05,2,,,,,,32,Peak,
2019,ROAD,2019-07-05,3,,,,,,45.4,Peak,
2019,ROAD,2019-07-05,4,,,,,,43,Peak,
2019,ROAD,2019-07-05,5,,,,,,82.2,Peak,
2019,PBM,2019-07-11,1,,,,,,31.6,Early,
2019,PBM,2019-07-11,2,,,,,,45.8,Early,
2019,PBM,2019-07-11,3,,,,,,32.8,Early,
2019,PBM,2019-07-11,4,,,,,,11.4,Early,
2019,PBM,2019-07-11,5,,,,,,15.8,Early,
2019,PFEILER,2019-07-24,1,,,,,,67.2,Peak,
2019,PFEILER,2019-07-24,2,,,,,,81.4,Peak,
2019,PFEILER,2019-07-24,3,,,,,,85.2,Peak,
2019,PFEILER,2019-07-24,4,,,,,,73.8,Peak,
2019,PFEILER,2019-07-24,5,,,,,,58.8,Peak,
2019,PBM,2019-07-24,1,,,,,,77.8,Peak,
2019,PBM,2019-07-24,2,,,,,,104.2,Peak,
2019,PBM,2019-07-24,3,,,,,,75.2,Peak,
2019,PBM,2019-07-24,4,,,,,,20.8,Peak,
2019,PBM,2019-07-24,5,,,,,,21.8,Peak,
2020,ALMONT,2020-06-15,1,,,,,,30.42,Peak,
2020,ALMONT,2020-06-15,2,,,,,,32.76,Peak,
2020,ALMONT,2020-06-15,3,,,,,,15.3,Peak,
2020,ALMONT,2020-06-15,4,,,,,,32.4,Peak,
2020,ALMONT,2020-06-15,5,,,,,,16.02,Peak,
2020,CBT,2020-06-17,1,,,,,,53.2,Peak,
2020,CBT,2020-06-17,2,,,,,,32.24,Peak,
2020,CBT,2020-06-17,3,,,,,,36.8,Peak,
2020,CBT,2020-06-17,4,,,,,,17.6,Peak,
2020,CBT,2020-06-17,5,,,,,,22.6,Peak,
2020,ROAD,2020-06-24,1,,,,,,26.8,Peak,
2020,ROAD,2020-06-24,2,,,,,,27.8,Peak,
2020,ROAD,2020-06-24,3,,,,,,34.2,Peak,
2020,ROAD,2020-06-24,4,,,,,,39.2,Peak,
2020,ROAD,2020-06-24,5,,,,,,74,Peak,
2020,PFEILER,2020-07-06,1,,,,,,69,Peak,
2020,PFEILER,2020-07-06,2,,,,,,66,Peak,
2020,PFEILER,2020-07-06,3,,,,,,46.4,Peak,
2020,PFEILER,2020-07-06,4,,,,,,69.4,Peak,
2020,PFEILER,2020-07-06,5,,,,,,68,Peak,
2020,PBM,2020-07-17,1,,,,,,85.6,Peak,
2020,PBM,2020-07-17,2,,,,,,94.2,Peak,
2020,PBM,2020-07-17,3,,,,,,109.4,Peak,
2020,PBM,2020-07-17,4,,,,,,36.2,Peak,
2020,PBM,2020-07-17,5,,,,,,22.6,Peak,
2020,CINNAMON,2020-08-01,1,,,,,,19.8,Peak,
2020,CINNAMON,2020-08-01,2,,,,,,20.8,Peak,
2020,CINNAMON,2020-08-01,3,,,,,,38.6,Peak,
2020,CINNAMON,2020-08-01,4,,,,,,33.8,Peak,
2020,CINNAMON,2020-08-01,5,,,,,,45.4,Peak,
2021,ALMONT,2021-06-09,1,,,,,,35.052,,
2021,ALMONT,2021-06-09,2,,,,,,20.828,,
2021,ALMONT,2021-06-09,3,,,,,,26.924,,
2021,ALMONT,2021-06-09,4,,,,,,23.876,,
2021,ALMONT,2021-06-09,5,,,,,,19.812,,
2021,CBT,2021-06-10,1,,,,,,21.336,,
2021,CBT,2021-06-10,2,,,,,,50.292,,
2021,CBT,2021-06-10,3,,,,,,16.764,,
2021,CBT,2021-06-10,4,,,,,,11.176,,
2021,CBT,2021-06-10,5,,,,,,27.432,,
2021,ROAD,2021-06-14,1,,,,,,35.052,,
2021,ROAD,2021-06-14,2,,,,,,28.194,,
2021,ROAD,2021-06-14,3,,,,,,37.338,,
2021,ROAD,2021-06-14,4,,,,,,44.577,,
2021,ROAD,2021-06-14,5,,,,,,56.388,,
2021,PFEILER,2021-06-18,1,,,,,,47.498,,
2021,PFEILER,2021-06-18,2,,,,,,60.325,,
2021,PFEILER,2021-06-18,3,,,,,,64.77,,
2021,PFEILER,2021-06-18,4,,,,,,37.084,,
2021,PFEILER,2021-06-18,5,,,,,,47.244,,
2021,CBT,2021-06-28,1,,,,,,26.416,,
2021,CBT,2021-06-28,2,,,,,,56.388,,
2021,CBT,2021-06-28,3,,,,,,19.5072,,
2021,CBT,2021-06-28,4,,,,,,19.558,,
2021,CBT,2021-06-28,5,,,,,,33.02,,
2021,PBM,2021-06-30,5,,,,,,18.796,,
2021,PBM,2021-06-30,4,,,,,,67.31,,
2021,PBM,2021-06-30,3,,,,,,85.852,,
2021,PBM,2021-06-30,2,,,,,,108.204,,
2021,PBM,2021-06-30,1,,,,,,95.504,,
2021,ROAD,2021-06-30,1,,,,,,38.608,,
2021,ROAD,2021-06-30,2,,,,,,33.02,,
2021,ROAD,2021-06-30,3,,,,,,30.48,,
2021,ROAD,2021-06-30,4,,,,,,52.07,,
2021,ROAD,2021-06-30,5,,,,,,74.676,,
2021,PFEILER,2021-07-20,1,,,,,,61.468,,
2021,PFEILER,2021-07-20,2,,,,,,76.2,,
2021,PFEILER,2021-07-20,3,,,,,,96.012,,
2021,PFEILER,2021-07-20,4,,,,,,54.356,,
2021,PFEILER,2021-07-20,5,,,,,,50.8,,
2021,PBM,2021-07-26,1,,,,,,102.616,,
2021,PBM,2021-07-26,2,,,,,,104.14,,
2021,PBM,2021-07-26,3,,,,,,85.344,,
2021,PBM,2021-07-26,4,,,,,,32.512,,
2021,PBM,2021-07-26,5,,,,,,18.034,,
2021,CINNAMON,2021-08-06,1,,,,,,14.732,,
2021,CINNAMON,2021-08-06,2,,,,,,25.4,,
2021,CINNAMON,2021-08-06,3,,,,,,17.78,,
2021,CINNAMON,2021-08-06,4,,,,,,26.924,,
2021,CINNAMON,2021-08-06,5,,,,,,68.326,,
2022,ALMONT,2022-06-09,1,,,,,,57.4,Peak,
2022,ALMONT,2022-06-09,2,,,,,,43.2,Peak,
2022,ALMONT,2022-06-09,3,,,,,,14.6,Peak,
2022,ALMONT,2022-06-09,4,,,,,,21.4,Peak,
2022,ALMONT,2022-06-09,5,,,,,,21.6,Peak,
2022,CBT,2022-06-10,1,,,,,,57.4,Early,
2022,CBT,2022-06-10,2,,,,,,43.2,Early,
2022,CBT,2022-06-10,3,,,,,,14.6,Early,
2022,CBT,2022-06-10,4,,,,,,21.4,Early,
2022,CBT,2022-06-10,5,,,,,,21.6,Early,
2022,ROAD,2022-06-15,1,,,,,,30,Early,
2022,ROAD,2022-06-15,2,,,,,,35.6,Early,
2022,ROAD,2022-06-15,3,,,,,,44.6,Early,
2022,ROAD,2022-06-15,4,,,,,,46.8,Early,
2022,ROAD,2022-06-15,5,,,,,,63.4,Early,
2022,PFEILER,2022-06-20,1,,,,,,62.4,Early,
2022,PFEILER,2022-06-20,2,,,,,,87.2,Early,
2022,PFEILER,2022-06-20,3,,,,,,28.8,Early,
2022,PFEILER,2022-06-20,4,,,,,,53.2,Early,
2022,PFEILER,2022-06-20,5,,,,,,32.2,Early,
2022,CBT,2022-06-21,1,,,,,,64.8,Peak,
2022,CBT,2022-06-21,2,,,,,,67.4,Peak,
2022,CBT,2022-06-21,3,,,,,,20.4,Peak,
2022,CBT,2022-06-21,4,,,,,,25,Peak,
2022,CBT,2022-06-21,5,,,,,,28.8,Peak,
2022,PBM,2022-06-28,1,,,,,,68.6,Early,
2022,PBM,2022-06-28,2,,,,,,98.4,Early,
2022,PBM,2022-06-28,3,,,,,,66,Early,
2022,PBM,2022-06-28,4,,,,,,19,Early,
2022,PBM,2022-06-28,5,,,,,,13.4,Early,
2022,ROAD,2022-06-27,1,,,,,,35.6,Peak,
2022,ROAD,2022-06-27,2,,,,,,48.6,Peak,
2022,ROAD,2022-06-27,3,,,,,,47,Peak,
2022,ROAD,2022-06-27,4,,,,,,40.4,Peak,
2022,ROAD,2022-06-27,5,,,,,,70,Peak,
2022,PFEILER,2022-07-07,1,,,,,,69.2,Peak,
2022,PFEILER,2022-07-07,2,,,,,,112.6,Peak,
2022,PFEILER,2022-07-07,3,,,,,,59.8,Peak,
2022,PFEILER,2022-07-07,4,,,,,,79,Peak,
2022,PFEILER,2022-07-07,5,,,,,,45.2,Peak,
2022,PBM,2022-07-13,1,,,,,,84,Peak,
2022,PBM,2022-07-13,2,,,,,,112.6,Peak,
2022,PBM,2022-07-13,3,,,,,,21.8,Peak,
2022,PBM,2022-07-13,4,,,,,,18.6,Peak,
2022,PBM,2022-07-13,5,,,,,,76.8,Peak,
2022,CINNAMON,2022-07-27,1,,,,,,35.4,Peak,
2022,CINNAMON,2022-07-27,2,,,,,,30.2,Peak,
2022,CINNAMON,2022-07-27,3,,,,,,23.2,Peak,
2022,CINNAMON,2022-07-27,4,,,,,,62,Peak,
2022,CINNAMON,2022-07-27,5,,,,,,40,Peak,
