Year,Site,Date,DOY,Plot,Elev,Season,Amb_TempC_Day,IR_LeafTemp_Day,AmbTempC_Night,IR_leaf_temp_Night,Temp_Amb_DayR,Temp_Leaf_DayR,Soil_Efflux_Day,SoilTDay,Soil_Efflux_Nght,SoilTNgt,% Bare,% Cover,%Gram,%Herb,%Shrub,%dead,%Litter,%BareSoil,%Cactus,%Rock,Height,Biomass,Biomass calculated? (1=yes),SOC,SWC,day_tstart,day_tfinish,day_camb,day_tav,day_pav,day_wav,day_nee_lm,day_nee_exp,day_lm_rsqd,day_exp_sigma,day_aic_lm,day_aic_nlm,day_lm_code,day_exp_good,nigh_.tstart,night_tfinish,night_camb,night_tav,night_pav,night_wav,night_nee_lm,night_nee_exp,night_lm_rsqd,night_exp_sigma,night_aic_lm,night_aic_nlm,night_lm_code,night_exp_good,dayresp_tstart,dayresp_tfinish,dayresp_camb,dayresp_tav,dayresp_pav,dayresp_wav,dayresp_nee_lm,dayresp_nee_exp,dayresp_lm_rsqd,dayresp_exp_sigma,dayresp_aic_lm,dayresp_aic_nlm,dayresp_lm_code,dayresp_exp_good
2016,CBT,3-Jun,155,5,2710,Early,25.00,26.64,6.11,5.84,25.00,23.60,2.424842151,8.588468933,4.137967603,14.69877421,0.017751479,0.982248521,0.982248521,0,0,0,0,0.017751479,0,0,12.2,,,4.436542779,37.72119106,10,80,301.2835973,24.62736264,74.29835165,12.55879121,5.861140464,5.366447798,0.980974735,0.506895979,89.04283254,107.4993419,1,1,10,80,357.2823329,12.91637363,74.23747253,7.431538462,-7.954404556,-6.275136608,0.979581291,1.114258679,131.215007,217.7687721,1,1,10,80,301.6562961,24.99263736,74.29758242,13.37901099,-6.032663743,-5.233353941,0.984526305,0.613202726,78.58543158,134.1539109,1,1
2016,CBT,5-Jul,187,1,2710,Peak,18.89,16.60,13.33,11.52,18.89,14.80,2.682485663,12.41725362,3.907829859,19.34275335,0.366863905,0.633136095,0.50295858,0.124260355,0.00591716,0,0.218934911,0.366863905,0,0,42.8,,,4.019711972,21.09332379,10,80,311.1084527,17.45340659,74.21615385,12.55032967,3.94264863,2.545700027,0.974965846,0.362249561,49.38943235,60.46319975,1,1,10,80,357.9173303,23.0232,73.9759,8.0656,-5.804737079,-5.134345808,0.973112707,0.640344036,111.9904799,140.2173104,1,1,10,80,312.1466743,18.36913043,74.2023913,15.43097826,-4.678294715,-4.116299785,0.992378695,0.377202939,-11.16376232,66.12619609,1,1
2016,CBT,5-Jul,187,2,2710,Peak,18.33,16.68,12.78,7.20,18.33,18.56,3.244881376,11.3688441,3.487603204,16.6789683,0.118343195,0.881656805,0.633136095,0.017751479,0.230769231,0,0.100591716,0.118343195,0,0,31.4,,,4.632045754,30.06304098,10,80,310.8052869,19.9883871,74.20419355,16.72892473,2.667815643,1.751977076,0.830865037,0.843053888,142.752381,178.7208512,1,1,10,80,393.8167631,22.18645833,73.99385417,8.266354167,-11.3146191,-9.007304941,0.986609711,1.528478516,155.9075851,262.02046,1,1,10,80,311.5515537,20.67282828,74.19929293,17.44828283,-8.179392845,-6.851284983,0.970342491,1.084221776,167.6685364,213.9430132,1,1
2016,CBT,5-Jul,187,3,2710,Peak,19.44,18.48,12.22,6.20,19.44,16.77,3.787380454,13.72108841,4.632646142,17.85837351,0.24852071,0.75147929,0.680473373,0.071005917,0,0,0.118343195,0.24852071,0,0,22.8,,,5.485195812,38.05115025,10,80,313.2503145,21.7323913,74.18728261,16.11826087,4.81946013,4.171466641,0.975860221,0.550148437,77.97370575,118.9628659,1,1,2,50,405.4665713,21.15574468,73.99021277,8.700531915,-5.061879627,-268.7633812,0.836401199,0.683252618,124.703165,103.609738,1,0,10,80,313.7114067,22.17336957,74.18902174,16.32869565,-6.48291407,-5.19956704,0.980801339,0.902250793,103.6107411,188.2214811,1,1
2016,CBT,5-Jul,187,4,2710,Peak,18.89,16.36,11.67,5.16,18.89,18.32,4.245047528,13.03290939,5.299114407,18.73625132,0.100591716,0.899408284,0.289940828,0.301775148,0.307692308,0,0.053254438,0.100591716,0,0,33.8,,,4.822802422,34.00735721,10,80,313.0340226,23.11319588,74.18556701,17.94402062,8.703147368,7.012221787,0.981930491,1.179520858,141.7431373,222.5689054,1,1,10,80,423.9034293,20.41178947,74.00252632,8.405157895,-13.8547829,-10.10438644,0.992338785,2.297400582,143.7403196,319.0712293,1,1,10,80,313.6309894,23.66754545,74.18290909,19.37690909,-13.63674264,-11.59011943,0.997119502,1.251735321,74.53302002,234.0565855,1,1
2016,CBT,5-Jul,187,5,2710,Peak,19.44,21.00,10.00,5.74,19.44,20.52,3.553336884,11.62509206,4.111026581,16.78857447,0.147928994,0.852071006,0.852071006,0,0,0,0.041420118,0.147928994,0,0,18.4,,,5.53829001,40.79659129,10,80,315.2987204,24.44593407,74.17791209,18.03879121,3.866807902,3.03519008,0.863919619,0.973843638,179.6452238,198.9116337,1,1,10,80,444.5265422,18.94981308,74.02616822,8.772242991,-12.09264599,-4.476680973,0.962683537,1.379545156,238.2994126,247.6678057,1,1,10,80,315.7729811,24.88107843,74.17480392,19.44509804,-8.185363269,-7.024134572,0.992445639,0.77925336,71.44825576,167.7036003,1,1
2016,Cinnamon,27-Jul,209,1,3463,Peak,21.11,20.00,10.00,10.64,21.11,19.56,1.300381896,12.37353477,,,0.467455621,0.532544379,0.307692308,0.224852071,0,0,0.035502959,0.467455621,0,0,27.6,,,2.892821969,21.10281419,10,80,335.0462512,26.95849057,68.09650943,15.67358491,7.354435098,6.387218032,0.991010002,0.7402673,81.27177616,160.5181152,1,1,10,80,333.4936721,16.31673913,68.06826087,11.65728261,-4.479287143,-3.76541177,0.977094232,0.588548461,72.60725072,128.4088258,1,1,10,80,335.3194019,27.25263636,68.10772727,17.21863636,-3.270878712,-3.083665583,0.974122699,0.33025554,42.82032628,47.51786866,1,1
2016,Cinnamon,27-Jul,209,2,3463,Peak,20.00,16.96,8.89,7.24,20.00,17.68,1.428694489,11.37076632,,,0.426035503,0.573964497,0.313609467,0.24260355,0,0,0.01183432,0.426035503,0,0.017751479,28.6,,,3.60643447,22.89663829,10,80,334.3410687,25.5840678,68.0890678,16.66508475,8.459014955,7.339043628,0.992618604,0.820823375,86.53800687,174.9796414,1,1,10,80,335.7604657,15.89217391,68.04173913,11.94119565,-3.404062861,-2.839037851,0.969387232,0.492558247,54.66169174,103.4823091,1,1,10,80,334.8597006,25.99035714,68.07607143,16.90008929,-3.55830301,-8.417162443,0.980664928,0.265817462,33.03117006,17.12990584,1,1
2016,Cinnamon,27-Jul,209,3,3463,Peak,19.44,17.24,8.89,6.72,19.44,18.28,1.244866356,12.59484545,,,0.698224852,0.301775148,0.142011834,0.153846154,0,0,0.029585799,0.698224852,0,0.00591716,21.6,,,3.459953956,22.66476103,10,80,330.2367981,23.4632381,68.07028571,13.91161905,5.526704181,5.360578686,0.948860262,0.746527231,165.3290203,161.6970213,1,1,10,80,325.6602936,15.56457447,68.03170213,10.73074468,-4.684811789,-4.141587435,0.991162225,0.407726814,9.916200128,77.02016057,1,1,20,80,331.1066317,24.24894309,68.07130081,15.96414634,-1.932405591,-1.36555314,0.862193921,0.493139519,63.04714917,89.40295339,1,1
2016,Cinnamon,27-Jul,209,4,3463,Peak,20.00,15.44,8.89,7.96,20.00,16.72,1.929451059,11.72957268,,,0.455621302,0.544378698,0.284023669,0.207100592,0.047337278,0,0.094674556,0.455621302,0,0.00591716,24.2,,,4.249351302,23.9432409,10,80,319.0234691,18.53,68.06733333,16.17580952,10.77921683,8.627894176,0.974061616,1.701288767,208.0896965,277.0163157,1,1,10,80,332.1234611,15.56271739,68.02826087,10.98673913,-5.230592982,-4.623817686,0.984030495,0.523133352,68.1377095,111.9136251,1,1,10,80,320.1389555,19.54948276,68.06724138,18.47655172,-5.553029458,-6.005040995,0.959141779,0.658158456,148.1014985,144.0589283,1,1
2016,Cinnamon,27-Jul,209,5,3463,Peak,21.11,12.52,8.89,7.64,21.11,13.76,1.432767825,17.36736501,,,0.414201183,0.585798817,0.266272189,0.230769231,0.017751479,0,0.029585799,0.414201183,0,0.071005917,29,,,3.598057475,17.17932546,10,80,312.2764432,14.21673684,68.06810526,12.99578947,7.036370336,5.350407151,0.992955881,1.10766335,51.03003802,216.937646,1,1,10,80,336.3484341,15.36360825,68.02340206,11.09340206,-3.151976246,-2.800768378,0.97303324,0.36529026,34.15526278,61.63344577,1,1,10,80,313.5311208,15.34732558,68.06244186,16.57116279,-2.993637631,-2.468992348,0.982877272,0.396436371,-5.426162291,73.0887053,1,1
2016,PBM,6-Jul,,1,,Early,,,,,,,,,,,0.201183432,0.798816568,0.041420118,0.75739645,0,0,0.017751479,0.201183432,0,0,66.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,PBM,,,2,,Early,,,,,,,,,,,0.183431953,0.816568047,0,0.816568047,0,0,0,0.183431953,0,0,91.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,PBM,,,3,,Early,,,,,,,,,,,0.24260355,0.75739645,0.023668639,0.733727811,0,0,0,0.24260355,0,0,109.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,PBM,,,4,,Early,,,,,,,,,,,0.360946746,0.639053254,0.00591716,0.621301775,0,0,0,0.360946746,0,0.01183432,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,PBM,,,5,,Early,,,,,,,,,,,0.449704142,0.550295858,0.017751479,0.532544379,0,0,0,0.449704142,0,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,PBM,6-Jul,188,1,3380,Peak,15.00,11.48,11.11,13.44,14.44,12.24,3.816117486,9.304731496,,,0.118343195,0.881656805,0.088757396,0.792899408,0,0,0.023668639,0.118343195,0,0,73.8,,,2.9530581,27.63665182,10,80,317.3623622,14.57934066,68.37989011,12.22230769,11.03819428,9.918415758,0.98797452,0.946685491,152.7071241,194.9518977,1,1,10,80,350.1160685,17.05307692,68.24351648,5.031318681,-5.179272425,-57.12722085,0.90942664,0.778933803,194.9822919,167.6461771,1,0,10,80,318.5326786,15.63864583,68.37947917,12.0384375,-8.806796468,-7.178245944,0.992905617,1.094064995,83.36361185,215.2082829,1,1
2016,PBM,6-Jul,188,2,3380,Peak,14.44,15.32,11.11,10.12,15.56,15.36,2.475720358,7.825403722,,,0.130177515,0.869822485,0,0.869822485,0,0,0,0.130177515,0,0,104.2,,,3.566562512,28.06754272,10,80,329.5681244,17.80923077,68.36681319,11.47373626,19.02513439,15.015709,0.995153394,2.633477295,166.4778727,342.9598919,1,1,10,80,366.4903979,17.50576087,68.23086957,5.931413043,-6.490338756,-5.532552609,0.995933131,0.629480861,0.602400377,137.8218909,1,1,10,80,330.3070804,18.46288889,68.36711111,15.34866667,-8.002037237,-6.766395787,0.995533088,0.816881203,38.58992775,174.3056429,1,1
2016,PBM,6-Jul,188,3,3380,Peak,15.56,13.12,11.11,10.32,15.56,12.64,0.934029351,6.763375537,,,0.177514793,0.822485207,0.00591716,0.816568047,0,0,0,0.177514793,0,0,126,,,1.144685464,18.99264314,10,80,329.1167154,20.40776596,68.35914894,12.28968085,21.80443396,19.11209181,0.889888177,4.743089632,416.9494631,420.5586913,1,1,10,80,346.7868504,17.90958333,68.22520833,6.3953125,-6.962359873,-5.938902007,0.998483617,0.64457469,-59.37603975,141.1392266,1,1,10,80,329.7764575,21.00451613,68.36107527,15.36731183,-6.090662523,-4.791515756,0.991277972,0.891201025,48.86885613,186.4963308,1,1
2016,PBM,6-Jul,188,4,3380,Peak,15.56,15.08,11.11,4.44,15.56,15.76,3.004167336,9.792294693,,,0.443786982,0.556213018,0.059171598,0.49704142,0,0,0,0.443786982,0,0,41.2,,,1.49224536,13.78902408,10,80,339.122986,21.82326087,68.34967391,10.25630435,8.269462409,7.130984616,0.99149643,0.82988111,90.1882712,176.516071,1,1,10,80,358.2833452,19.96,68.20204301,3.127419355,-3.995775788,-3.419289255,0.969701287,0.540136166,77.07178107,116.3915055,1,1,10,80,339.5214578,22.17032609,68.34978261,11.3151087,-4.900767242,-4.536377719,0.981634646,0.435623295,71.56354592,86.28542941,1,1
2016,PBM,6-Jul,188,5,3380,Peak,15.56,15.84,11.11,6.76,15.56,11.64,1.720234565,13.05710615,,,0.402366864,0.597633136,0.01183432,0.585798817,0,0,0.01183432,0.402366864,0,0,26.6,,,1.527383489,15.76690565,10,80,341.8713951,22.7712766,68.30489362,9.079468085,3.728933118,3.294125575,0.814226578,1.074746845,210.4172199,212.7141868,1,1,20,70,346.5054841,20.61043011,68.15215054,2.334946237,-3.249876339,-1.565670462,0.931464319,0.826031066,46.12147357,126.740464,1,1,10,80,342.1595146,23.02574468,68.30606383,9.843191489,-3.358712347,-2.795078973,0.964520308,0.51703814,66.22419801,110.2728581,1,1
2016,Pfeiler,16-Jun,168,1,3155,Early,17.22,15.64,7.78,8.40,17.22,15.64,2.001702815,6.747989909,9.214690162,19.52094294,,,,,,,,,,,,,,2.408159182,23.21328169,10,80,327.4270341,18.48082474,69.89463918,8.054123711,5.747187574,5.112539272,0.99325568,0.449121772,16.8286573,90.55769618,1,1,10,80,350.2123341,16.98804348,70.0973913,5.7525,-6.449391462,-5.133184489,0.979994302,0.944545923,109.8864858,194.635131,1,1,10,80,328.6499398,19.52953704,69.88496914,5.45154321,-4.638160256,-3.998187451,0.991037473,0.454686605,6.856617159,92.28170432,1,1
2016,Pfeiler,16-Jun,168,2,3155,Early,16.67,15.76,7.78,6.28,16.67,15.76,2.019936386,7.249155045,2.40280457,15.5158577,,,,,,,,,,,,,,2.179185835,22.63535017,10,80,327.7985821,20.38851064,69.87521277,9.587553191,8.826452916,7.387132355,0.971687279,1.222774095,182.3213438,230.7793647,1,1,10,80,336.9672079,16.95836957,70.08326087,5.352065217,-7.697306561,-6.350373606,0.998791797,0.819580912,-65.70483736,174.7675658,1,1,10,80,328.3018181,20.82129032,69.87096774,12.82075269,-7.987476534,-7.269855522,0.979287095,0.767404528,146.0639886,165.558499,1,1
2016,Pfeiler,16-Jun,168,3,3155,Early,15.56,15.64,6.67,3.96,15.56,15.64,3.113749062,6.822064145,3.566711132,13.25964864,,,,,,,,,,,,,,4.040812632,32.09196503,10,80,324.8251062,21.51900709,69.85141844,13.75085106,11.78600906,9.226718291,0.997895753,1.618881726,37.69152608,270.0652536,1,1,10,80,355.4914674,16.11666667,70.07935484,6.609354839,-3.015359336,-2.760521279,0.965888783,0.342412042,40.55071933,52.57860165,1,1,10,80,325.1425754,21.81065217,69.85228261,14.49923913,-10.41391178,-8.673596345,0.997583634,1.111486082,30.6538516,217.4199777,1,1
2016,Pfeiler,16-Jun,168,4,3155,Early,15.56,18.72,6.67,8.92,15.56,18.72,2.037190634,8.670512772,2.305865036,16.26595637,,,,,,,,,,,,,,2.6618478,18.72084495,10,80,329.5449411,22.25154639,69.83164948,10.44453608,6.005836871,5.82943934,0.986404162,0.380972126,75.61952454,67.51819784,1,1,10,80,339.7700714,15.68784946,70.07602151,4.919892473,-7.019286983,-5.862324058,0.99110924,0.779071803,62.80626134,167.6709782,1,1,10,80,329.8831681,22.56293478,69.83358696,11.41663043,-6.606108753,-5.849402433,0.987166614,0.621745431,85.27779805,136.0908308,1,1
2016,Pfeiler,16-Jun,168,5,3155,Early,15.56,18.64,6.11,5.72,15.56,18.64,2.270798833,8.294333267,3.264956843,16.38371099,,,,,,,,,,,,,,2.809979931,26.33535849,10,80,332.9448765,23.15670103,69.80134021,11.38474227,3.653885894,3.188240762,0.976613153,0.427758805,44.8931164,83.73485753,1,1,10,80,356.1218373,15.48163043,70.06336957,5.138913043,-5.853086669,-5.452265106,0.985032856,0.438084419,74.3394486,87.07415605,1,1,10,80,333.3657578,23.52141304,69.79902174,11.61032609,-9.267217268,-8.282741761,0.987076575,0.83208514,134.430201,176.8873954,1,1
2016,Pfeiler,14-Jul,196,1,3155,Peak,15.56,7.96,11.11,12.28,15.56,14.12,1.979723743,9.364023081,3.41233124,22.20724436,0.295857988,0.704142012,0.118343195,0.585798817,0,0,0.01183432,0.295857988,0,0,61.6,,,2.37193729,9.51472884,10,80,313.0320287,21.05666667,70.40064516,8.586451613,10.9651902,8.81043456,0.983098573,1.543674317,174.7856713,263.4054364,1,1,10,80,339.273213,20.20159574,70.28053191,2.894255319,-4.343361261,-3.846549235,0.99423105,0.341927661,-34.81117011,52.38041576,1,1,10,80,313.3619913,21.375,70.4026087,10.9148913,-5.039267094,-4.235328441,0.896935036,1.082794896,199.7804811,213.7586462,1,1
