Year,Site,Date,DOY,Plot,Elev,Season,Amb_TempC_Day,IR_LeafTemp_Day,AmbTempC_Night,IR_leaf_temp_Night,Temp_Amb_DayR,Temp_Leaf_DayR,Soil_Efflux_Day,SoilTDay,Soil_Efflux_Nght,SoilTNgt,% Bare,% Cover,%Gram,%Herb,%Shrub,%dead,%Litter,%BareSoil,%Cactus,%Rock,Height,Biomass,Biomass calculated? (1=yes),SOC,SWC,day_tstart,day_tfinish,day_camb,day_tav,day_pav,day_wav,day_nee_lm,day_nee_exp,day_lm_rsqd,day_exp_sigma,day_aic_lm,day_aic_nlm,day_lm_code,day_exp_good,nigh_.tstart,night_tfinish,night_camb,night_tav,night_pav,night_wav,night_nee_lm,night_nee_exp,night_lm_rsqd,night_exp_sigma,night_aic_lm,night_aic_nlm,night_lm_code,night_exp_good,dayresp_tstart,dayresp_tfinish,dayresp_camb,dayresp_tav,dayresp_pav,dayresp_wav,dayresp_nee_lm,dayresp_nee_exp,dayresp_lm_rsqd,dayresp_exp_sigma,dayresp_aic_lm,dayresp_aic_nlm,dayresp_lm_code,dayresp_exp_good
2018,Pfeiler,2-Jul,,4,,Peak,17.77,13.72,10,9.64,17.77,15.58,1.6500335,11.628595,11.9693295,17.875845,0.054347826,0.945652174,0.092391304,0.85326087,0,0,0,0.054347826,0,0,,,,,,10,80,,,,,13.99517,11.82806,0.998106,,53.60664,243.6254,,,10,80,,,,,-2.5311,-2.09529,0.965881,,15.23334,63.3325,,,10,80,,,,,-7.09908,-5.7448,0.997664,,-27.2121,180.3722,,
2018,Pfeiler,2-Jul,,5,,Peak,20,14.98,10,9.88,20,15.48,2.538992,13.72478,1.897723,15.801815,0.0625,0.9375,0.006944444,0.930555556,0,0,0.041666667,0.020833333,0,0,56.8,,,,,10,80,,,,,12.86382,10.74554,0.997936,,48.21931,242.7804,,,10,80,,,,,-4.86173,-4.30826,0.992107,,2.309687,72.07238,,,10,80,,,,,-4.72746,-3.86911,0.991948,,3.403676,126.6224,,
2018,Road,27-May,,1,,Early,16.66,16.6,10.55,4.32,16.66,13.12,1.546898375,14.557825,2.02538758,18.193925,0.50887574,0.650887574,0.094674556,0.360946746,0,0,0.165680473,0.343195266,0,0.035502959,28.4,,,,,10,80,,,,,3.964064591,3.618862984,0.975390195,,48.47164155,65.52570543,,,10,80,,,,,-3.016260756,-2.426648258,0.973943935,,18.58989917,88.15782437,,,10,80,,,,,-1.211867592,-24.0372697,0.847561486,,18.88133884,14.64999113,,
2018,Road,27-May,,2,,Early,16.66,15.16,9.44,4.16,16.66,15.96,1.20655443,12.542595,1.869235725,18.2475,0.408284024,0.639053254,0.01183432,0.325443787,0.25443787,0,0.183431953,0.224852071,0,0,32,,,,,10,80,,,,,6.540532625,6.143902564,0.978485985,,110.876401,115.0484749,,,10,80,,,,,-3.486653497,-3.034896494,0.986164858,,-7.352783107,51.72349412,,,10,80,,,,,-3.018371928,-2.43841589,0.983141334,,-15.84896678,73.38872887,,
2018,Road,27-May,,3,,Early,16.66,15.88,8.88,0.28,16.66,17.12,2.69728707,11.984245,3.84589439,18.281,0.207100592,0.733727811,0.278106509,0.307692308,0.207100592,0,0.118343195,0.088757396,0,0,51,,,,,10,80,,,,,5.500254118,-11.38139944,0.915476858,,189.6235082,179.2254706,,,10,80,,,,,-2.873672949,-6.342663045,0.951612192,,56.13049293,58.5893764,,,10,80,,,,,-6.012635566,-5.428705132,0.970784083,,123.5958803,140.8452987,,
2018,Road,27-May,,4,,Early,17.22,17.48,6.66,1.6,17.22,18.36,2.144406095,11.973045,3.096104535,18.770945,0.230769231,0.881656805,0.177514793,0.136094675,0.455621302,0,0.035502959,0.195266272,0,0,52.2,,,,,10,80,,,,,5.247183472,4.452448464,0.972955344,,99.96260536,145.2471454,,,10,80,,,,,-4.2056062,-3.120855949,0.978090025,,51.70191239,157.4345772,,,10,80,,,,,-4.791402275,-3.979265603,0.990904975,,8.820402723,116.6475641,,
2018,Road,27-May,,5,,Early,16.11,19.88,5,0.52,16.11,16.96,2.47548843,11.107646,2.75631326,16.86676,0.201183432,1,0.289940828,0.50887574,0,0,0.112426036,0.088757396,0,0,98.8,,,,,10,80,,,,,6.921126437,6.402495687,0.986929456,,87.73918766,106.1934393,,,10,80,,,,,-7.372148036,-6.503559489,0.994807632,,27.76290491,121.9138016,,,10,80,,,,,-7.989467796,-7.016041709,0.994123241,,51.19530947,142.5885241,,
2018,Road,20-Jun,,1,,Peak,16.66,17.48,8.88,10.36,16.66,17.2,2.795488,15.150535,,,0.349112426,0.597222222,0.047337278,0.568047337,0,0,0.01183432,0.337278107,0,0.035502959,29.8,,,,,10,80,,,,,4.461391,4.017044,0.987855,,14.49285,55.9309,,,10,80,,,,,-4.53908,-3.09433,0.944774,,130.9677,208.9747,,,10,80,,,,,-2.73282,-2.07849,0.961712,,28.42052,98.92898,,
2018,Road,20-Jun,,2,,Peak,17.77,21.36,8.88,6.88,17.77,16.6,1.899334,12.1095,,,0.360946746,0.729166667,0.01183432,0.431952663,0.195266272,0,0.100591716,0.26035503,0,0,34.8,,,,,10,80,,,,,7.626257,6.406922,0.994201,,38.82767,164.3947,,,10,80,,,,,-4.19258,-2.83417,0.938795,,126.8895,201.5019,,,10,80,,,,,-5.06207,-4.05679,0.989282,,24.97307,141.7114,,
2018,Road,20-Jun,,3,,Peak,17.77,16.48,8.88,6.6,17.77,19.1,3.0018875,11.72379,,,0.266272189,0.85915493,0.112426036,0.396449704,0.224852071,0,0.035502959,0.230769231,0,0,57,,,,,10,80,,,,,7.461336,6.880835,0.987209,,93.91232,116.8721,,,10,80,,,,,-7.52427,-6.87455,0.979738,,128.1583,147.2694,,,10,80,,,,,-7.23824,-5.96439,0.986527,,93.8478,183.9844,,
2018,Road,20-Jun,,4,,Peak,17.77,18.35,7.77,5.28,17.77,19.12,3.023991,10.5881,,,0.118343195,0.902777778,0.278106509,0.159763314,0.443786982,0,0,0.118343195,0,0,45.6,,,,,10,80,,,,,8.948824,8.329494,0.979953,,154.4785,163.3862,,,10,80,,,,,-8.62418,-7.89584,0.970565,,174.3802,185.812,,,10,80,,,,,-10.4889,-8.50703,0.982334,,168.3617,250.913,,
2018,Road,20-Jun,,5,,Peak,20,21.05,7.77,5.72,20,13.3,2.2191905,10.98769,,,0,0.993055556,0.088757396,0.911242604,0,0,0,0,0,0,91.6,,,,,10,80,,,,,23.74936,19.34815,0.99468,,197.4677,345.2634,,,10,80,,,,,-7.79856,-6.75909,0.991018,,74.15322,154.7763,,,10,80,,,,,-8.75454,-7.51086,0.996524,,25.78821,167.3022,,
